,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,46,Aron Baynes,C,6-10,260,"December 9, 1986",New Zealand,6,Washington State
1,7,Jaylen Brown,SG,6-6,223,"October 24, 1996",United States,2,California
2,50,PJ Dozier,SG,6-6,205,"October 25, 1996",United States,1,South Carolina
3,20,Gordon Hayward,PF,6-7,225,"March 23, 1990",United States,8,Butler
4,42,Al Horford,C,6-9,240,"June 3, 1986",Dominican Republic,11,Florida
5,28,RJ Hunter,SG,6-5,185,"October 24, 1993",United States,3,Georgia State University
6,11,Kyrie Irving,PG,6-2,195,"March 23, 1992",Australia,7,Duke
7,55,Greg Monroe,C,6-11,265,"June 4, 1990",United States,8,Georgetown
8,13,Marcus Morris,PF,6-8,218,"September 2, 1989",United States,7,Kansas
9,37,Semi Ojeleye,PF,6-6,240,"December 5, 1994",United States,1,"Duke, SMU"
10,12,Terry Rozier,PG,6-1,190,"March 17, 1994",United States,3,Louisville
11,36,Marcus Smart,SG,6-3,220,"March 6, 1994",United States,4,Oklahoma State
12,0,Jayson Tatum,SF,6-8,210,"March 3, 1998",United States,1,Duke
13,27,Daniel Theis,C,6-8,245,"April 4, 1992",Germany,1,
14,9,Brad Wanamaker,PG,6-3,210,"July 25, 1989",United States,R,Pitt
15,44,Robert Williams,C,6-8,237,"October 17, 1997",United States,R,Texas A&M
16,30,Guerschon Yabusele,PF,6-8,260,"December 17, 1995",France,1,
