,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,42,Elton Brand,PF,6-8,275,"March 11, 1979",United States,9,Duke
1,1,Samuel Dalembert,C,6-11,255,"May 10, 1981",Haiti,6,Seton Hall
2,30,Reggie Evans,PF,6-8,245,"May 18, 1980",United States,6,Iowa
3,33,Willie Green,SG,6-4,200,"July 28, 1981",United States,5,Detroit Mercy
4,9,Andre Iguodala,SF,6-6,215,"January 28, 1984",United States,4,Arizona
5,12,Royal Ivey,SG,6-3,200,"December 20, 1981",United States,4,Texas
6,8,Donyell Marshall,PF,6-9,218,"May 18, 1973",United States,14,UConn
7,7,Andre Miller,PG,6-3,200,"March 19, 1976",United States,9,Utah
8,50,Theo Ratliff,C,6-10,225,"April 17, 1973",United States,13,Wyoming
9,4,Kareem Rush,SG,6-6,215,"October 30, 1980",United States,5,Missouri
10,16,Marreese Speights,C,6-10,255,"August 4, 1987",United States,R,Florida
11,23,Lou Williams,SG,6-1,175,"October 27, 1986",United States,3,
12,21,Thaddeus Young,PF,6-8,235,"June 21, 1988",United States,1,Georgia Tech
