,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19730,3025,6515,0.464,494,1403,0.352,2531,5112,0.495,1690,2075,0.814,883,2643,3526,1720,490,402,1037,1786,8234
1,Team/G,,240.6,36.9,79.5,0.464,6.0,17.1,0.352,30.9,62.3,0.495,20.6,25.3,0.814,10.8,32.2,43.0,21.0,6.0,4.9,12.6,21.8,100.4
2,Lg Rank,,25,16,24,9.0,19,19,20.0,14,18,8.0,7,14,1.0,21,7,9,20,29,10,5,23,12
3,Year/Year,,-0.1%,0.5%,1.1%,-0.003,-7.7%,-0.1%,-0.029,2.3%,1.5%,0.004,2.7%,1.5%,0.01,-4.0%,5.1%,2.6%,5.4%,-12.5%,-1.5%,-9.0%,-2.8%,0.4%
4,Opponent,82.0,19730,2903,6551,0.443,408,1168,0.349,2495,5383,0.463,1648,2168,0.76,882,2419,3301,1547,536,357,999,1739,7862
5,Opponent/G,,240.6,35.4,79.9,0.443,5.0,14.2,0.349,30.4,65.6,0.463,20.1,26.4,0.76,10.8,29.5,40.3,18.9,6.5,4.4,12.2,21.2,95.9
6,Lg Rank,,25,6,11,4.0,1,1,5.0,16,22,4.0,23,23,21.0,9,6,5,3,6,8,30,13,6
7,Year/Year,,-0.1%,4.1%,5.0%,-0.004,8.8%,8.8%,0.0,3.3%,4.2%,-0.004,-0.4%,-2.2%,0.014,5.1%,5.8%,5.6%,5.2%,-5.1%,14.4%,-16.1%,-4.0%,3.3%
