,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19780,2747,6314,0.435,333,968,0.344,2414,5346,0.452,1561,2074,0.753,1014,2492,3506,1702,659,570,1241,1664,7388
1,Team/G,,241.2,33.5,77.0,0.435,4.1,11.8,0.344,29.4,65.2,0.452,19.0,25.3,0.753,12.4,30.4,42.8,20.8,8.0,7.0,15.1,20.3,90.1
2,Lg Rank,,19,24,26,19.0,24,26,15.0,18,14,21.0,9,9,14.0,12,12,11,15,13,1,18,4,24
3,Year/Year,,-0.6%,1.7%,0.6%,0.005,-37.5%,-34.9%,-0.014,11.4%,11.6%,-0.001,0.1%,2.6%,-0.019,14.8%,1.9%,5.3%,5.1%,18.5%,21.8%,12.4%,-4.8%,-1.4%
4,Opponent,82.0,19780,2633,6378,0.413,356,1180,0.302,2277,5198,0.438,1287,1730,0.744,980,2353,3333,1561,649,410,1310,1877,6909
5,Opponent/G,,241.2,32.1,77.8,0.413,4.3,14.4,0.302,27.8,63.4,0.438,15.7,21.1,0.744,12.0,28.7,40.6,19.0,7.9,5.0,16.0,22.9,84.3
6,Lg Rank,,19,3,7,3.0,4,8,1.0,5,9,4.0,2,2,8.0,11,4,5,5,13,13,6,6,1
7,Year/Year,,-0.6%,-4.0%,1.7%,-0.025,23.2%,40.6%,-0.043,-7.3%,-4.3%,-0.014,-8.9%,-8.7%,-0.002,14.1%,-6.9%,-1.6%,4.0%,14.3%,15.5%,14.0%,-1.4%,-3.9%
