,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,14,DJ Augustin,PG,5-11,183,"November 10, 1987",United States,10,Texas
1,5,Mohamed Bamba,C,7-0,231,"May 12, 1998",United States,R,Texas
2,24,Khem Birch,C,6-9,233,"September 28, 1992",Canada,1,"Pitt, UNLV"
3,13,Isaiah Briscoe,PG,6-3,215,"April 13, 1996",United States,R,Kentucky
4,7,Michael Carter-Williams,PG,6-5,190,"October 10, 1991",United States,5,Syracuse
5,3,Troy Caupain,PG,6-4,210,"November 29, 1995",United States,R,Cincinnati
6,10,Evan Fournier,SG,6-7,205,"October 29, 1992",France,6,
7,35,Melvin Frazier,SG,6-5,215,"August 30, 1996",United States,R,Tulane
8,0,Aaron Gordon,PF,6-8,235,"September 16, 1995",United States,4,Arizona
9,22,Jerian Grant,PG,6-4,205,"October 9, 1992",United States,3,Notre Dame
10,1,Jonathan Isaac,PF,6-11,230,"October 3, 1997",United States,1,Florida State
11,25,Wesley Iwundu,SF,6-6,195,"December 20, 1994",United States,1,Kansas State
12,11,Amile Jefferson,PF,6-9,222,"May 7, 1993",United States,R,Duke
13,2,Jarell Martin,PF,6-10,239,"May 24, 1994",United States,3,LSU
14,31,Terrence Ross,SG,6-6,206,"February 5, 1991",United States,6,Washington
15,17,Jonathon Simmons,SG,6-6,195,"September 14, 1989",United States,3,Houston
16,9,Nikola Vucevic,C,6-11,260,"October 24, 1990",Switzerland,7,USC
