,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,Hilton Armstrong,PF,6-11,235,"November 11, 1984",United States,3,UConn
1,6,Bobby Brown,PG,6-2,175,"September 24, 1984",United States,1,Cal State Fullerton
2,23,Devin Brown,SG,6-5,220,"December 30, 1978",United States,7,Texas-San Antonio
3,2,Darren Collison,PG,6-0,175,"August 23, 1987",United States,R,UCLA
4,34,Aaron Gray,C,7-0,270,"December 7, 1984",United States,2,Pitt
5,11,Jason Hart,PG,6-3,185,"April 29, 1978",United States,8,Syracuse
6,4,Sean Marks,C,6-10,250,"August 23, 1975",New Zealand,9,California
7,50,Emeka Okafor,C,6-10,252,"September 28, 1982",United States,5,UConn
8,3,Chris Paul,PG,6-0,175,"May 6, 1985",United States,4,Wake Forest
9,24,Morris Peterson,SG,6-7,218,"August 26, 1977",United States,9,Michigan State
10,41,James Posey,SF,6-8,215,"January 13, 1977",United States,10,Xavier
11,9,Darius Songaila,C,6-9,248,"February 14, 1978",Lithuania,6,Wake Forest
12,16,Peja Stojakovic,SF,6-10,229,"June 9, 1977",Croatia,11,
13,5,Marcus Thornton,SG,6-4,205,"June 5, 1987",United States,R,LSU
14,30,David West,PF,6-9,250,"August 29, 1980",United States,6,Xavier
15,32,Julian Wright,SF,6-8,225,"May 20, 1987",United States,2,Kansas
