Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2017-18,20.0,PHI,NBA,SG,14,80,3.4,0.386,0.607,0.143,2.8,11.7,7.4,6.7,1.2,1.0,6.3,16.9,-0.1,0.1,0.0,-0.006,-6.6,-1.0,-7.6,-0.1
2018-19,21.0,PHI,NBA,SG,48,679,11.5,0.528,0.588,0.18,2.6,13.8,8.3,10.7,2.0,0.2,8.6,17.9,0.4,0.7,1.1,0.079,-1.6,-0.2,-1.8,0.0
2019-20,22.0,PHI,NBA,SG,72,1559,12.0,0.579,0.632,0.181,1.3,10.6,6.0,7.3,1.3,0.9,8.8,18.4,1.4,1.4,2.8,0.085,-0.3,-1.0,-1.3,0.3
2020-21,23.0,PHI,NBA,SG,55,1062,12.8,0.544,0.634,0.193,1.8,9.8,5.9,11.1,2.2,0.8,9.1,20.5,0.6,1.5,2.0,0.092,-0.3,0.1,-0.3,0.5
2021-22,24.0,PHI,NBA,SG,9,202,20.0,0.647,0.588,0.188,1.8,9.4,5.8,18.5,1.5,0.8,13.1,22.5,0.6,0.1,0.7,0.166,3.6,-2.6,0.9,0.2
Career,,,NBA,,198,3582,12.4,0.559,0.622,0.184,1.7,10.9,6.4,9.7,1.7,0.7,9.1,19.1,2.8,3.8,6.6,0.088,-0.5,-0.6,-1.1,0.8
