,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,2,Eric Bledsoe,PG,6-1,214,"December 9, 1989",United States,5,Kentucky
1,1,Devin Booker,SG,6-5,206,"October 30, 1996",United States,R,Kentucky
2,41,Lorenzo Brown,PG,6-5,189,"August 26, 1990",United States,2,NC State
3,10,Chase Budinger,SF,6-7,209,"May 22, 1988",United States,6,Arizona
4,4,Tyson Chandler,C,7-0,235,"October 2, 1982",United States,14,
5,8,Bryce Cotton,PG,6-1,165,"August 11, 1992",United States,1,Providence
6,20,Archie Goodwin,PG,6-5,200,"August 17, 1994",United States,2,Kentucky
7,43,Kris Humphries,PF,6-9,235,"February 6, 1985",United States,11,Minnesota
8,55,Cory Jefferson,PF,6-9,218,"December 26, 1990",United States,1,Baylor
9,23,John Jenkins,SG,6-4,215,"March 6, 1991",United States,3,Vanderbilt
10,0,Orlando Johnson,SG,6-5,220,"March 11, 1989",United States,2,"Loyola Marymount, UC Santa Barbara"
11,3,Brandon Knight,SG,6-2,182,"December 2, 1991",United States,4,Kentucky
12,21,Alex Len,C,7-0,250,"June 16, 1993",Ukraine,2,Maryland
13,30,Jon Leuer,PF,6-10,228,"May 14, 1989",United States,4,Wisconsin
14,52,Jordan McRae,PG,6-5,179,"March 28, 1991",United States,R,Tennessee
15,11,Markieff Morris,PF,6-9,245,"September 2, 1989",United States,4,Kansas
16,25,Phil Pressey,PG,5-11,175,"February 17, 1991",United States,2,Missouri
17,14,Ronnie Price,PG,6-2,190,"June 21, 1983",United States,10,"Nicholls State, Utah Valley"
18,35,Mirza Teletovic,PF,6-9,242,"September 18, 1985",Bosnia & Herzegovina,3,
19,17,PJ Tucker,SF,6-5,245,"May 5, 1985",United States,4,Texas
20,12,TJ Warren,SF,6-8,220,"September 5, 1993",United States,1,NC State
21,10,Sonny Weems,SG,6-6,205,"July 8, 1986",United States,3,Arkansas
22,15,Alan Williams,PF,6-8,265,"January 28, 1993",United States,R,UC Santa Barbara
