,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",United States,3,UCLA
1,30,Carlos Arroyo,PG,6-2,202,"July 30, 1979",Puerto Rico,6,Florida International University
2,40,James Augustine,PF,6-10,235,"February 27, 1984",United States,1,Illinois
3,10,Keith Bogans,SG,6-5,215,"May 12, 1980",United States,4,Kentucky
4,34,Brian Cook,PF,6-9,234,"December 4, 1980",United States,4,Illinois
5,5,Keyon Dooling,PG,6-3,196,"May 8, 1980",United States,7,Missouri
6,1,Maurice Evans,SG,6-5,220,"November 8, 1978",United States,4,"Wichita State, Texas"
7,31,Adonal Foyle,C,6-10,250,"March 9, 1975",St. Vincent & Grenadines,10,Colgate
8,8,Pat Garrity,PF,6-9,238,"August 23, 1976",United States,9,Notre Dame
9,13,Marcin Gortat,C,6-11,240,"February 17, 1984",Poland,R,
10,12,Dwight Howard,C,6-10,265,"December 8, 1985",United States,3,
11,9,Rashard Lewis,PF,6-10,215,"August 8, 1979",United States,9,
12,14,Jameer Nelson,PG,6-0,190,"February 9, 1982",United States,3,Saint Joseph's
13,45,Bo Outlaw,PF,6-8,210,"April 13, 1971",United States,14,"South Plains College, Houston"
14,7,JJ Redick,SG,6-3,200,"June 24, 1984",United States,1,Duke
15,15,Hedo Turkoglu,SF,6-10,220,"March 19, 1979",Turkey,7,
