,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,13,Corey Brewer,SF,6-9,186,"March 5, 1986",United States,5,Florida
1,21,Wilson Chandler,PF,6-8,235,"May 10, 1987",United States,5,DePaul
2,35,Kenneth Faried,PF,6-8,220,"November 19, 1989",United States,1,Morehead State University
3,94,Evan Fournier,SG,6-7,205,"October 29, 1992",France,R,
4,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",Italy,4,
5,1,Jordan Hamilton,SF,6-7,220,"October 6, 1990",United States,1,Texas
6,9,Andre Iguodala,SG,6-6,215,"January 28, 1984",United States,8,Arizona
7,41,Kosta Koufos,C,7-0,245,"February 24, 1989",United States,4,Ohio State
8,3,Ty Lawson,PG,5-11,195,"November 3, 1987",United States,3,UNC
9,34,JaVale McGee,C,7-0,270,"January 19, 1988",United States,4,Nevada
10,24,Andre Miller,PG,6-3,200,"March 19, 1976",United States,13,Utah
11,30,Quincy Miller,PF,6-9,210,"November 18, 1992",United States,R,Baylor
12,25,Timofey Mozgov,C,7-1,275,"July 16, 1986",Russia,2,
13,15,Anthony Randolph,PF,6-10,205,"July 15, 1989",Germany,4,LSU
14,10,Julyan Stone,PG,6-6,200,"December 7, 1988",United States,1,Texas-El Paso
