Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,20.0,DET,NBA,SG,80.0,41.0,19.8,2.3,5.8,0.396,0.7,2.3,0.319,1.5,3.4,0.447,0.46,0.6,0.8,0.77,0.5,1.5,2.0,0.7,0.9,0.2,0.4,1.8,5.9
2014-15,21.0,DET,NBA,SG,82.0,82.0,31.5,4.8,11.9,0.401,1.9,5.4,0.345,2.9,6.4,0.449,0.48,1.3,1.9,0.696,0.6,2.5,3.1,1.3,1.1,0.2,1.1,2.0,12.7
2015-16,22.0,DET,NBA,SG,76.0,76.0,36.7,5.3,12.6,0.42,1.5,4.9,0.309,3.8,7.8,0.489,0.479,2.4,3.0,0.811,0.9,2.8,3.7,1.8,1.4,0.2,1.4,2.2,14.5
2016-17,23.0,DET,NBA,SG,76.0,75.0,33.3,4.9,12.2,0.399,2.0,5.8,0.35,2.9,6.5,0.442,0.481,2.0,2.4,0.832,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,13.8
2017-18,24.0,LAL,NBA,SG,74.0,74.0,33.2,4.6,10.8,0.426,2.1,5.6,0.383,2.4,5.2,0.473,0.526,2.1,2.6,0.789,0.8,4.4,5.2,2.2,1.4,0.2,1.3,2.0,13.4
2018-19,25.0,LAL,NBA,SG,82.0,23.0,24.8,4.0,9.2,0.43,1.8,5.3,0.347,2.1,3.9,0.542,0.53,1.7,1.9,0.867,0.6,2.3,2.9,1.3,0.9,0.2,0.8,1.7,11.4
2019-20,26.0,LAL,NBA,SG,69.0,26.0,25.5,3.4,7.3,0.467,1.3,3.5,0.385,2.1,3.9,0.541,0.558,1.1,1.5,0.775,0.6,1.5,2.1,1.6,0.8,0.2,0.9,1.9,9.3
2020-21,27.0,LAL,NBA,SG,67.0,67.0,28.4,3.3,7.6,0.431,1.8,4.4,0.41,1.5,3.2,0.46,0.549,1.4,1.7,0.866,0.4,2.3,2.7,1.9,0.9,0.4,1.0,1.7,9.7
2021-22,28.0,WAS,NBA,SG,9.0,9.0,31.0,3.7,8.4,0.434,2.0,5.0,0.4,1.7,3.4,0.484,0.553,0.4,0.6,0.8,0.6,3.8,4.3,1.8,1.0,0.3,0.9,2.0,9.8
Career,,,NBA,,615.0,473.0,29.1,4.1,9.7,0.419,1.7,4.7,0.356,2.4,5.0,0.477,0.504,1.6,2.0,0.803,0.6,2.5,3.1,1.7,1.1,0.2,1.0,1.8,11.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,DET,NBA,,314.0,274.0,30.2,4.3,10.6,0.405,1.5,4.6,0.334,2.8,6.0,0.459,0.477,1.6,2.0,0.785,0.7,2.3,3.0,1.6,1.2,0.2,1.0,1.9,11.7
4 seasons,,LAL,NBA,,292.0,190.0,27.9,3.8,8.8,0.436,1.8,4.7,0.378,2.0,4.1,0.505,0.538,1.6,1.9,0.823,0.6,2.6,3.2,1.7,1.0,0.2,1.0,1.8,11.1
1 season,,WAS,NBA,,9.0,9.0,31.0,3.7,8.4,0.434,2.0,5.0,0.4,1.7,3.4,0.484,0.553,0.4,0.6,0.8,0.6,3.8,4.3,1.8,1.0,0.3,0.9,2.0,9.8
