,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2019-20,19.0,PHO,NBA,SG,5.0,32.0,2.7,0.46,0.4,0.2,0.0,7.0,3.5,8.6,0.0,0.0,15.5,17.1,0.0,0.0,0.0,-0.065,-7.1,-2.9,-10.0,-0.1
1,2020-21,20.0,IND,NBA,PG,4.0,12.0,4.7,0.242,0.111,0.333,18.2,27.0,22.6,20.6,0.0,0.0,0.0,36.6,-0.1,0.0,-0.1,-0.232,-6.3,-6.8,-13.1,0.0
2,Career,,,NBA,,9.0,44.0,3.2,0.354,0.263,0.263,5.0,12.5,8.7,11.9,0.0,0.0,8.6,22.4,-0.1,0.0,-0.1,-0.11,-6.9,-4.0,-10.8,-0.1
3,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1 season,,PHO,NBA,,5.0,32.0,2.7,0.46,0.4,0.2,0.0,7.0,3.5,8.6,0.0,0.0,15.5,17.1,0.0,0.0,0.0,-0.065,-7.1,-2.9,-10.0,-0.1
5,1 season,,IND,NBA,,4.0,12.0,4.7,0.242,0.111,0.333,18.2,27.0,22.6,20.6,0.0,0.0,0.0,36.6,-0.1,0.0,-0.1,-0.232,-6.3,-6.8,-13.1,0.0
