Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,20.0,PHO,NBA,SF,77.0,35.0,25.4,5.1,12.1,0.417,0.7,2.8,0.263,4.3,9.3,0.464,0.448,2.3,3.6,0.634,1.2,3.3,4.6,1.5,1.0,0.5,1.9,2.8,13.1
2018-19,21.0,PHO,NBA,SG,79.0,29.0,25.2,4.4,10.6,0.413,0.9,2.8,0.324,3.5,7.8,0.445,0.456,1.8,2.7,0.671,0.8,3.6,4.4,2.3,0.9,0.7,2.2,2.6,11.5
2019-20,22.0,MEM,NBA,SF,22.0,0.0,17.3,3.2,7.2,0.44,1.0,3.3,0.319,2.1,4.0,0.54,0.513,1.6,2.3,0.7,0.5,2.5,3.0,1.6,0.8,0.4,1.3,1.8,9.0
2020-21,23.0,DET,NBA,SG,62.0,25.0,25.2,4.8,11.4,0.419,1.2,4.1,0.3,3.5,7.3,0.487,0.473,2.6,3.5,0.729,0.9,3.2,4.1,2.3,0.9,0.8,2.3,2.9,13.4
2021-22,24.0,DET,NBA,SF,9.0,3.0,22.4,3.2,7.8,0.414,1.0,3.6,0.281,2.2,4.2,0.526,0.479,1.1,1.9,0.588,0.7,3.1,3.8,1.9,0.7,0.4,1.4,2.2,8.6
Career,,,NBA,,249.0,92.0,24.5,4.5,10.9,0.417,1.0,3.2,0.298,3.6,7.7,0.468,0.462,2.1,3.1,0.674,0.9,3.3,4.2,2.0,0.9,0.6,2.0,2.7,12.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,PHO,NBA,,156.0,64.0,25.3,4.7,11.4,0.415,0.8,2.8,0.294,3.9,8.5,0.455,0.452,2.1,3.2,0.65,1.0,3.4,4.5,1.9,1.0,0.6,2.0,2.7,12.3
2 seasons,,DET,NBA,,71.0,28.0,24.8,4.6,10.9,0.418,1.2,4.1,0.298,3.4,6.9,0.49,0.474,2.4,3.3,0.719,0.9,3.2,4.1,2.3,0.8,0.7,2.2,2.8,12.7
1 season,,MEM,NBA,,22.0,0.0,17.3,3.2,7.2,0.44,1.0,3.3,0.319,2.1,4.0,0.54,0.513,1.6,2.3,0.7,0.5,2.5,3.0,1.6,0.8,0.4,1.3,1.8,9.0
