,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,11,Chris Andersen,C,6-10,245,"July 7, 1978",United States,6,Blinn College
1,15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",United States,5,Syracuse
2,12,Chucky Atkins,PG,5-11,160,"August 14, 1974",United States,9,South Florida
3,32,Renaldo Balkman,PF,6-8,208,"July 14, 1984",United States,2,South Carolina
4,7,Chauncey Billups,PG,6-3,202,"September 25, 1976",United States,11,Colorado
5,25,Anthony Carter,PG,6-1,190,"June 16, 1975",United States,9,Hawaii
6,6,Jason Hart,PG,6-3,185,"April 29, 1978",United States,7,Syracuse
7,31,Nene Hilario,C,6-11,250,"September 13, 1982",Brazil,6,
8,5,Juwan Howard,PF,6-9,240,"February 7, 1973",United States,14,Michigan
9,3,Allen Iverson,SG,6-0,165,"June 7, 1975",United States,12,Georgetown
10,30,Dahntay Jones,SG,6-6,225,"December 27, 1980",United States,5,"Rutgers University, Duke"
11,43,Linas Kleiza,SF,6-8,245,"January 3, 1985",Lithuania,3,Missouri
12,4,Kenyon Martin,PF,6-9,234,"December 30, 1977",United States,8,Cincinnati
13,27,Johan Petro,C,7-0,247,"January 27, 1986",France,3,
14,35,Cheikh Samb,C,7-1,245,"October 22, 1984",Senegal,1,
15,1,JR Smith,SG,6-6,225,"September 9, 1985",United States,4,
16,13,Sonny Weems,SG,6-6,205,"July 8, 1986",United States,R,Arkansas
