,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,22,Matt Barnes,SF,6-7,226,"March 9, 1980",United States,R,UCLA
1,42,Elton Brand,PF,6-8,275,"March 11, 1979",United States,4,Duke
2,1,Keyon Dooling,PG,6-3,196,"May 8, 1980",United States,3,Missouri
3,14,Predrag Drobnjak,C,6-11,270,"October 27, 1975",Montenegro,2,
4,2,Melvin Ely,PF,6-10,260,"May 2, 1978",United States,1,Fresno State
5,5,Eddie House,SG,6-1,180,"May 14, 1978",United States,3,Arizona State
6,20,Marko Jaric,PG,6-7,198,"October 12, 1978",Serbia,1,
7,35,Chris Kaman,C,7-0,265,"April 28, 1982",United States,R,Central Michigan University
8,9,Randy Livingston,PG,6-4,209,"April 2, 1975",United States,7,LSU
9,50,Corey Maggette,SF,6-6,218,"November 12, 1979",United States,4,Duke
10,24,Doug Overton,PG,6-3,190,"August 3, 1969",United States,10,La Salle
11,30,Olden Polynice,C,6-11,220,"November 21, 1964",Haiti,14,Virginia
12,41,Glen Rice,SF,6-7,215,"May 28, 1967",United States,14,Michigan
13,3,Quentin Richardson,SG,6-6,223,"April 13, 1980",United States,3,DePaul
14,21,Bobby Simmons,SF,6-7,210,"June 2, 1980",United States,2,DePaul
15,54,Chris Wilcox,C,6-10,221,"September 3, 1982",United States,1,Maryland
16,16,Wang Zhizhi,C,7-0,255,"July 8, 1977",China,3,
