,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19780,2966,6794,0.437,514,1498,0.343,2452,5296,0.463,1795,2476,0.725,1133,2374,3507,1563,716,347,1172,1807,8241
1,Team/G,,241.2,36.2,82.9,0.437,6.3,18.3,0.343,29.9,64.6,0.463,21.9,30.2,0.725,13.8,29.0,42.8,19.1,8.7,4.2,14.3,22.0,100.5
2,Lg Rank,,19,12,5,24.0,10,8,25.0,18,14,22.0,2,1,24.0,1,23,9,28,3,20,15,9,6
3,Year/Year,,-0.3%,7.5%,3.6%,0.016,18.7%,18.0%,0.002,5.5%,0.2%,0.023,13.7%,12.0%,0.011,1.6%,-0.8%,0.0%,1.7%,-2.3%,-14.5%,-18.6%,5.5%,9.5%
4,Opponent,82.0,19780,3099,6748,0.459,521,1432,0.364,2578,5316,0.485,1549,2034,0.762,1017,2510,3527,1885,586,412,1306,1995,8268
5,Opponent/G,,241.2,37.8,82.3,0.459,6.4,17.5,0.364,31.4,64.8,0.485,18.9,24.8,0.762,12.4,30.6,43.0,23.0,7.1,5.0,15.9,24.3,100.8
6,Lg Rank,,19,25,23,24.0,28,27,22.0,22,17,24.0,8,9,20.0,21,23,23,27,8,18,3,3,23
7,Year/Year,,-0.3%,1.2%,0.1%,0.005,22.9%,15.7%,0.021,-2.2%,-3.4%,0.006,7.3%,8.5%,-0.009,-3.0%,-0.4%,-1.1%,-4.1%,-25.4%,-8.0%,-1.1%,11.9%,3.5%
