,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,34,Ray Allen,SG,6-5,205,"July 20, 1975",United States,6,UConn
1,35,Jason Caffey,PF,6-8,255,"June 12, 1973",United States,7,Alabama
2,10,Sam Cassell,PG,6-3,185,"November 18, 1969",United States,9,Florida State
3,50,Dan Gadzuric,C,6-11,240,"February 2, 1978",Netherlands,R,UCLA
4,12,Marcus Haislip,PF,6-10,230,"December 22, 1980",United States,R,Tennessee
5,40,Ervin Johnson,C,6-11,245,"December 21, 1967",United States,9,New Orleans
6,7,Toni Kukoc,PF,6-10,192,"September 18, 1968",Croatia,9,
7,17,Anthony Mason,C,6-7,250,"December 14, 1966",United States,12,Tennessee State
8,24,Desmond Mason,SF,6-7,224,"October 11, 1977",United States,2,Oklahoma State
9,15,Ronald Murray,SG,6-4,190,"July 29, 1979",United States,R,"Meridian Community College, Shaw"
10,8,Kevin Ollie,PG,6-4,195,"December 27, 1972",United States,5,UConn
11,20,Gary Payton,PG,6-4,180,"July 23, 1968",United States,12,Oregon State
12,6,Joel Przybilla,C,7-1,255,"October 10, 1979",United States,2,Minnesota
13,22,Michael Redd,SG,6-6,220,"August 24, 1979",United States,2,Ohio State
14,31,Jamal Sampson,PF,6-11,235,"May 15, 1983",United States,R,California
15,5,Tim Thomas,SF,6-10,230,"February 26, 1977",United States,5,Villanova
