,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,RJ Barrett,SG,6-6,214,"June 14, 2000",Canada,1,Duke
1,17,Ignas Brazdeikis,SF,6-6,221,"January 8, 1999",Lithuania,1,Michigan
2,25,Reggie Bullock,SF,6-6,205,"March 16, 1991",United States,7,UNC
3,18,Alec Burks,SG,6-6,214,"July 20, 1991",United States,9,Colorado
4,67,Taj Gibson,PF,6-9,232,"June 24, 1985",United States,11,USC
5,0,Jared Harper,PG,5-10,175,"September 14, 1997",United States,1,Auburn
6,20,Kevin Knox,SF,6-7,215,"August 11, 1999",United States,2,Kentucky
7,3,Nerlens Noel,C,6-11,220,"April 10, 1994",United States,6,Kentucky
8,11,Frank Ntilikina,PG,6-4,200,"July 28, 1998",Belgium,3,
9,6,Elfrid Payton,PG,6-3,195,"February 22, 1994",United States,6,Louisiana
10,14,Norvel Pelle,C,6-10,231,"February 3, 1993",Antigua & Barbuda,1,
11,21,Theo Pinson,SG,6-5,212,"November 5, 1995",United States,2,UNC
12,5,Immanuel Quickley,PG,6-3,190,"June 17, 1999",United States,R,Kentucky
13,30,Julius Randle,PF,6-8,250,"November 29, 1994",United States,6,Kentucky
14,8,Austin Rivers,SG,6-4,200,"August 1, 1992",United States,8,Duke
15,23,Mitchell Robinson,C,7-0,240,"April 1, 1998",United States,2,Western Kentucky
16,4,Derrick Rose,PG,6-2,200,"October 4, 1988",United States,11,Memphis
17,4,Dennis Smith,PG,6-2,205,"November 25, 1997",United States,3,NC State
18,1,Obi Toppin,PF,6-9,220,"March 4, 1998",United States,R,Dayton
