,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,72.0,17405,2937,6281,0.468,895,2402,0.373,2042,3879,0.526,1417,1745,0.812,760,2525,3285,1737,503,342,953,1392,8186
1,Team/G,,241.7,40.8,87.2,0.468,12.4,33.4,0.373,28.4,53.9,0.526,19.7,24.2,0.812,10.6,35.1,45.6,24.1,7.0,4.8,13.2,19.3,113.7
2,Lg Rank,,11,19,23,17.0,17,19,12.0,15,15,19.0,2,4,5.0,7,10,5,19,24,17,9,18,13
3,Year/Year,,-0.5%,0.4%,-3.7%,0.019,3.5%,-7.5%,0.039,-0.9%,-1.1%,0.001,6.6%,3.7%,0.022,7.0%,5.0%,5.5%,0.7%,-10.5%,-6.7%,-18.3%,-16.3%,1.7%
4,Opponent,72.0,17405,2971,6418,0.463,858,2460,0.349,2113,3958,0.534,1219,1519,0.803,719,2352,3071,1754,557,363,886,1422,8019
5,Opponent/G,,241.7,41.3,89.1,0.463,11.9,34.2,0.349,29.3,55.0,0.534,16.9,21.1,0.803,10.0,32.7,42.7,24.4,7.7,5.0,12.3,19.8,111.4
6,Lg Rank,,11,14,19,12.0,9,14,3.0,20,21,16.0,14,12,30.0,21,4,8,11,21,17,29,9,12
7,Year/Year,,-0.5%,-4.8%,-1.7%,-0.015,0.2%,4.3%,-0.015,-6.6%,-5.2%,-0.008,-20.1%,-23.1%,0.031,-10.6%,-8.9%,-9.3%,-2.5%,-13.6%,-21.1%,-18.0%,-5.8%,-7.0%
