,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,33,49,33,49,-2.93,0.4,-2.53,105.6,108.8,92.2,0.225,0.366,0.505,11.6,18.1,0.18,0.529,14.4,77.6,0.218,American Airlines Center,811366
1,Lg Rank,22,9,23,23,23.0,7.0,23.0,25.0,15.0,29.0,29.0,5.0,18.0,3.0,30.0,28.0,27.0,1.0,7.0,20.0,,4
