,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2018-19,23.0,HOU,NBA,PG,7.0,33.0,7.0,0.375,0.625,0.0,3.3,10.3,6.7,16.1,1.5,2.6,11.1,11.8,0.0,0.0,0.0,0.023,-2.7,1.4,-1.3,0.0
1,2019-20,24.0,TOT,NBA,PG,28.0,401.0,12.0,0.499,0.514,0.036,2.4,11.6,6.9,29.4,2.5,0.9,18.4,18.1,0.0,0.4,0.5,0.055,-1.6,0.5,-1.2,0.1
2,2019-20,24.0,WAS,NBA,PG,10.0,123.0,9.2,0.397,0.471,0.0,0.0,13.9,6.7,29.2,3.8,1.4,20.9,14.5,-0.1,0.1,0.0,-0.001,-3.6,2.2,-1.5,0.0
3,2019-20,24.0,BRK,NBA,PG,18.0,278.0,13.2,0.531,0.528,0.047,3.4,10.6,7.1,29.5,1.9,0.6,17.5,19.7,0.2,0.3,0.5,0.08,-0.8,-0.3,-1.1,0.1
4,2020-21,25.0,BRK,NBA,PG,22.0,232.0,12.9,0.461,0.477,0.193,1.5,9.5,5.7,36.9,1.5,2.3,14.4,21.0,0.1,0.2,0.3,0.063,-0.7,-0.9,-1.6,0.0
5,Career,,,NBA,,57.0,666.0,12.0,0.48,0.504,0.093,2.1,10.8,6.5,31.4,2.1,1.4,16.6,18.8,0.2,0.6,0.8,0.056,-1.4,0.0,-1.3,0.1
6,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,BRK,NBA,,40.0,510.0,13.1,0.498,0.505,0.113,2.6,10.1,6.5,32.9,1.7,1.4,16.1,20.3,0.3,0.5,0.8,0.072,-0.7,-0.6,-1.3,0.1
8,1 season,,WAS,NBA,,10.0,123.0,9.2,0.397,0.471,0.0,0.0,13.9,6.7,29.2,3.8,1.4,20.9,14.5,-0.1,0.1,0.0,-0.001,-3.6,2.2,-1.5,0.0
9,1 season,,HOU,NBA,,7.0,33.0,7.0,0.375,0.625,0.0,3.3,10.3,6.7,16.1,1.5,2.6,11.1,11.8,0.0,0.0,0.0,0.023,-2.7,1.4,-1.3,0.0
