,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,38,44,35,47,-2.26,0.4,-1.86,107.5,109.9,94.7,0.346,0.208,0.503,14.8,25.2,0.276,0.51,13.9,71.7,0.256,ARCO Arena (II),580181
1,Lg Rank,18,13,20,20,20.0,6.0,18.0,13.0,25.0,8.0,5.0,21.0,11.0,30.0,22.0,1.0,25.0,8.0,27.0,24.0,,27
