,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19930,3048,6888,0.443,392,1182,0.332,2656,5706,0.465,1489,1999,0.745,1013,2374,3387,1592,665,502,1258,1850,7977
1,Team/G,,243.0,37.2,84.0,0.443,4.8,14.4,0.332,32.4,69.6,0.465,18.2,24.4,0.745,12.4,29.0,41.3,19.4,8.1,6.1,15.3,22.6,97.3
2,Lg Rank,,4,17,5,25.0,28,27,28.0,5,2,26.0,16,12,25.0,3,25,15,29,4,1,26,29,21
3,Year/Year,,0.5%,1.3%,2.8%,-0.007,-9.3%,-3.5%,-0.021,3.1%,4.2%,-0.005,3.1%,5.5%,-0.017,4.9%,-3.4%,-1.1%,2.2%,34.9%,19.2%,3.2%,5.6%,1.1%
4,Opponent,82.0,19930,3174,6741,0.471,560,1500,0.373,2614,5241,0.499,1676,2202,0.761,994,2607,3601,1898,624,413,1293,1662,8584
5,Opponent/G,,243.0,38.7,82.2,0.471,6.8,18.3,0.373,31.9,63.9,0.499,20.4,26.9,0.761,12.1,31.8,43.9,23.1,7.6,5.0,15.8,20.3,104.7
6,Lg Rank,,4,23,18,24.0,21,18,26.0,23,22,25.0,27,27,12.0,28,23,27,26,24,20,3,21,24
7,Year/Year,,0.5%,3.0%,1.2%,0.008,6.1%,2.3%,0.013,2.3%,0.8%,0.007,5.4%,5.5%,-0.0,6.3%,3.0%,3.9%,7.1%,9.7%,-0.5%,16.0%,-1.3%,3.6%
