,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,24,Grayson Allen,SG,6-4,198,"October 8, 1995",United States,R,Duke
1,13,Tony Bradley,C,6-10,248,"January 8, 1998",United States,1,UNC
2,10,Alec Burks,SG,6-6,214,"July 20, 1991",United States,7,Colorado
3,34,Tyler Cavanaugh,PF,6-9,238,"February 9, 1994",United States,1,George Washington
4,99,Jae Crowder,SF,6-6,235,"July 6, 1990",United States,6,Marquette
5,11,Dante Exum,PG,6-5,214,"July 13, 1995",Australia,3,
6,15,Derrick Favors,C,6-9,265,"July 15, 1991",United States,8,Georgia Tech
7,27,Rudy Gobert,C,7-1,258,"June 26, 1992",France,5,
8,2,Joe Ingles,PF,6-8,220,"October 2, 1987",Australia,4,
9,26,Kyle Korver,SG,6-7,212,"March 17, 1981",United States,15,Creighton
10,45,Donovan Mitchell,SG,6-1,215,"September 7, 1996",United States,1,Louisville
11,30,Naz Mitrou-Long,SG,6-3,218,"August 3, 1993",Canada,1,Iowa State
12,25,Raul Neto,PG,6-1,180,"May 19, 1992",Brazil,3,
13,31,Georges Niang,PF,6-7,230,"June 17, 1993",United States,2,Iowa State
14,23,Royce O'Neale,SF,6-4,226,"June 5, 1993",United States,1,"Denver, Baylor"
15,3,Ricky Rubio,PG,6-3,190,"October 21, 1990",Spain,7,
16,22,Thabo Sefolosha,SF,6-6,215,"May 2, 1984",Switzerland,12,
17,33,Ekpe Udoh,C,6-10,245,"May 20, 1987",United States,6,"Michigan, Baylor"
