,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,22,Matt Barnes,SF,6-7,226,"March 9, 1980",United States,9,UCLA
1,1,Chauncey Billups,SG,6-3,202,"September 25, 1976",United States,15,Colorado
2,12,Eric Bledsoe,PG,6-1,214,"December 9, 1989",United States,2,Kentucky
3,5,Caron Butler,SF,6-7,228,"March 13, 1980",United States,10,UConn
4,11,Jamal Crawford,SG,6-5,185,"March 20, 1980",United States,12,Michigan
5,34,Willie Green,SG,6-4,200,"July 28, 1981",United States,9,Detroit Mercy
6,32,Blake Griffin,PF,6-9,250,"March 16, 1989",United States,2,Oklahoma
7,33,Grant Hill,SF,6-8,225,"October 5, 1972",United States,17,Duke
8,15,Ryan Hollins,C,7-0,240,"October 10, 1984",United States,6,UCLA
9,6,DeAndre Jordan,C,6-11,265,"July 21, 1988",United States,4,Texas A&M
10,7,Lamar Odom,PF,6-10,220,"November 6, 1979",United States,13,Rhode Island
11,3,Chris Paul,PG,6-0,175,"May 6, 1985",United States,7,Wake Forest
12,35,DaJuan Summers,PF,6-8,230,"January 24, 1988",United States,3,Georgetown
13,21,Ronny Turiaf,C,6-10,249,"January 13, 1983",Martinique,7,Gonzaga
14,2,Maalik Wayns,PG,6-2,200,"May 2, 1991",United States,R,Villanova
