,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,44,Bojan Bogdanovic,SF,6-7,226,"April 18, 1989",ba,5,
1,13,Tony Bradley,C,6-10,248,"January 8, 1998",us,2,UNC
2,5,Jarrell Brantley,PF,6-5,250,"June 7, 1996",us,R,College of Charleston
3,00,Jordan Clarkson,SG,6-4,194,"June 7, 1992",us,5,"Tulsa, Missouri"
4,10,Mike Conley,PG,6-1,175,"October 11, 1987",us,12,Ohio State
5,17,Ed Davis,C,6-9,218,"June 5, 1989",us,9,UNC
6,11,Dante Exum,SG,6-5,214,"July 13, 1995",au,4,
7,27,Rudy Gobert,C,7-1,258,"June 26, 1992",fr,6,
8,22,Jeff Green,PF,6-8,235,"August 28, 1986",us,11,Georgetown
9,2,Joe Ingles,PF,6-8,220,"October 2, 1987",au,5,
10,15,Stanton Kidd,SG,6-6,215,"March 18, 1992",us,R,"South Plains College, NC Central, Colorado State"
11,45,Donovan Mitchell,SG,6-1,215,"September 7, 1996",us,2,Louisville
12,16,Juwan Morgan,PF,6-7,232,"April 17, 1997",us,R,Indiana
13,"8, 15",Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",cd,4,
14,31,Georges Niang,PF,6-7,230,"June 17, 1993",us,3,Iowa State
15,23,Royce O'Neale,SF,6-4,226,"June 5, 1993",us,2,"Denver, Baylor"
16,"24, 81",Miye Oni,SF,6-5,206,"August 4, 1997",us,R,Yale
17,6,Rayjon Tucker,SG,6-3,209,"September 24, 1997",us,R,"Florida Gulf Coast, Little Rock"
18,0,Nigel Williams-Goss,PG,6-2,190,"September 16, 1994",us,R,"Gonzaga, Washington"
19,3,Justin Wright-Foreman,PG,6-0,190,"October 27, 1997",us,R,Hofstra
