,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",United States,8,UCLA
1,30,Earl Barron,C,7-0,250,"August 14, 1981",United States,6,Memphis
2,3,Bradley Beal,SG,6-3,207,"June 28, 1993",United States,R,Florida
3,35,Trevor Booker,PF,6-8,228,"November 25, 1987",United States,2,Clemson
4,98,Jason Collins,C,7-0,255,"December 2, 1978",United States,11,Stanford
5,15,Jordan Crawford,SG,6-4,195,"October 23, 1988",United States,2,"Indiana, Xavier"
6,42,Nene Hilario,PF,6-11,250,"September 13, 1982",Brazil,10,
7,14,Shaun Livingston,PG,6-7,192,"September 11, 1985",United States,7,
8,22,Shelvin Mack,PG,6-3,203,"April 22, 1990",United States,1,Butler
9,20,Cartier Martin,SF,6-7,220,"November 20, 1984",United States,4,Kansas State
10,50,Emeka Okafor,C,6-10,252,"September 28, 1982",United States,8,UConn
11,7,Jannero Pargo,PG,6-1,175,"October 22, 1979",United States,8,Arkansas
12,12,AJ Price,PG,6-2,181,"October 7, 1986",United States,3,UConn
13,13,Kevin Seraphin,C,6-9,285,"December 7, 1989",French Guiana,2,
14,31,Chris Singleton,PF,6-8,230,"November 21, 1989",United States,1,Florida State
15,17,Garrett Temple,SG,6-5,195,"May 8, 1986",United States,2,LSU
16,24,Jan Vesely,PF,6-11,240,"April 24, 1990",Czechia,1,
17,2,John Wall,PG,6-3,210,"September 6, 1990",United States,2,Kentucky
18,9,Martell Webster,SF,6-7,230,"December 4, 1986",United States,7,
