,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,Chris Andersen,C,6-10,245,"July 7, 1978",United States,4,Blinn College
1,33,Brandon Bass,PF,6-8,250,"April 30, 1985",United States,R,LSU
2,42,PJ Brown,C,6-11,225,"October 14, 1969",United States,12,Louisiana Tech
3,45,Rasual Butler,SF,6-7,215,"May 23, 1979",United States,3,La Salle
4,5,Speedy Claxton,PG,5-11,166,"May 8, 1978",United States,4,Hofstra
5,21,Marcus Fizer,PF,6-9,262,"August 10, 1978",United States,5,Iowa State
6,44,Marc Jackson,C,6-10,270,"January 16, 1975",United States,5,"VCU, Temple"
7,43,Linton Johnson,SF,6-8,205,"June 13, 1980",United States,2,Tulane
8,15,Maciej Lampe,C,6-11,275,"February 5, 1985",Poland,2,
9,6,Arvydas Macijauskas,SG,6-4,214,"January 19, 1980",Lithuania,R,
10,24,Desmond Mason,SF,6-7,224,"October 11, 1977",United States,5,Oklahoma State
11,10,Bostjan Nachbar,PF,6-9,221,"July 3, 1980",Slovenia,3,
12,25,Moochie Norris,PG,6-1,175,"July 27, 1973",United States,8,"Auburn, University of West Florida"
13,3,Chris Paul,PG,6-0,175,"May 6, 1985",United States,R,Wake Forest
14,23,JR Smith,SG,6-6,225,"September 9, 1985",United States,1,
15,1,Kirk Snyder,SG,6-6,225,"June 5, 1983",United States,1,Nevada
16,4,Jackson Vroman,PF,6-10,220,"June 6, 1981",United States,1,Iowa State
17,30,David West,PF,6-9,250,"August 29, 1980",United States,2,Xavier
18,34,Aaron Williams,C,6-9,220,"October 2, 1971",United States,11,Xavier
