,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19930,2738,6195,0.442,515,1406,0.366,2223,4789,0.464,1371,1774,0.773,847,2647,3494,1579,560,443,1373,1762,7362
1,Team/G,,243.0,33.4,75.5,0.442,6.3,17.1,0.366,27.1,58.4,0.464,16.7,21.6,0.773,10.3,32.3,42.6,19.3,6.8,5.4,16.7,21.5,89.8
2,Lg Rank,,3,25,28,13.0,5,6,3.0,27,28,12.0,24,25,8.0,28,2,13,26,27,8,28,18,25
3,Year/Year,,0.0%,-3.6%,-4.1%,0.002,17.3%,11.0%,0.02,-7.4%,-7.8%,0.002,-12.6%,-13.2%,0.005,-17.3%,3.2%,-2.6%,4.8%,-5.7%,-10.1%,7.6%,10.0%,-4.2%
4,Opponent,82.0,19930,2636,6405,0.412,457,1227,0.372,2179,5178,0.421,1491,2024,0.737,907,2351,3258,1689,710,359,1103,1695,7220
5,Opponent/G,,243.0,32.1,78.1,0.412,5.6,15.0,0.372,26.6,63.1,0.421,18.2,24.7,0.737,11.1,28.7,39.7,20.6,8.7,4.4,13.5,20.7,88.0
6,Lg Rank,,3,4,9,2.0,23,14,27.0,2,8,1.0,17,18,3.0,5,3,2,10,26,4,28,19,5
7,Year/Year,,0.0%,-8.8%,-4.1%,-0.021,18.4%,10.2%,0.026,-13.0%,-7.0%,-0.029,6.6%,12.1%,-0.038,-7.4%,-0.1%,-2.2%,0.4%,7.1%,-5.8%,1.9%,-5.5%,-4.6%
