,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,0,Darrell Arthur,PF,6-9,235,"March 25, 1988",United States,1,Kansas
1,9,Ronnie Brewer,SG,6-7,220,"March 20, 1985",United States,3,Arkansas
2,1,DeMarre Carroll,SF,6-6,215,"July 27, 1986",United States,R,"Vanderbilt, Missouri"
3,11,Mike Conley,PG,6-1,175,"October 11, 1987",United States,2,Ohio State
4,33,Marc Gasol,C,6-11,255,"January 29, 1985",Spain,1,
5,22,Rudy Gay,SF,6-8,250,"August 17, 1986",United States,3,UConn
6,2,Trey Gilder,SF,6-9,185,"January 24, 1985",United States,R,"McNeese State University, Northwestern State University"
7,15,Hamed Haddadi,C,7-2,254,"May 19, 1985",Iran,1,
8,25,Lester Hudson,PG,6-3,190,"August 7, 1984",United States,R,University of Tennessee at Martin
9,45,Steven Hunter,C,7-0,220,"October 31, 1981",United States,7,DePaul
10,3,Allen Iverson,PG,6-0,165,"June 7, 1975",United States,13,Georgetown
11,32,OJ Mayo,SG,6-5,210,"November 5, 1987",United States,1,USC
12,50,Zach Randolph,PF,6-9,250,"July 16, 1981",United States,8,Michigan State
13,34,Hasheem Thabeet,C,7-3,263,"February 16, 1987",Tanzania,R,UConn
14,10,Jamaal Tinsley,PG,6-3,195,"February 28, 1978",United States,7,Iowa State
15,5,Marcus Williams,PG,6-3,205,"December 3, 1985",United States,3,UConn
16,4,Sam Young,SF,6-6,220,"June 1, 1985",United States,R,Pitt
