,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19755,3147,7042,0.447,702,1959,0.358,2445,5083,0.481,1563,2154,0.726,1009,2717,3726,1838,615,459,1305,1890,8559
1,Team/G,,240.9,38.4,85.9,0.447,8.6,23.9,0.358,29.8,62.0,0.481,19.1,26.3,0.726,12.3,33.1,45.4,22.4,7.5,5.6,15.9,23.0,104.4
2,Lg Rank,,25,11,5,19.0,11,9,15.0,17,15,16.0,8,5,27.0,4,8,2,12,18,4,28,30,9
3,Year/Year,,-0.8%,-5.8%,0.8%,-0.031,34.7%,29.1%,0.015,-13.2%,-7.0%,-0.035,3.9%,0.3%,0.025,-7.6%,4.5%,0.9%,-8.2%,-19.3%,-13.9%,4.1%,12.4%,-1.7%
4,Opponent,82.0,19755,3238,7086,0.457,605,1724,0.351,2633,5362,0.491,1654,2168,0.763,930,2665,3595,1843,694,459,1178,1778,8735
5,Opponent/G,,240.9,39.5,86.4,0.457,7.4,21.0,0.351,32.1,65.4,0.491,20.2,26.4,0.763,11.3,32.5,43.8,22.5,8.5,5.6,14.4,21.7,106.5
6,Lg Rank,,25,26,27,15.0,11,10,7.0,27,27,14.0,29,28,22.0,23,23,26,19,27,24,16,7,28
7,Year/Year,,-0.8%,3.7%,0.9%,0.013,-11.9%,-9.0%,-0.012,8.2%,4.5%,0.017,21.8%,16.7%,0.032,-8.8%,11.5%,5.4%,-4.8%,5.5%,-17.1%,-9.7%,0.2%,5.4%
