,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,20,Ray Allen,SG,6-5,205,"July 20, 1975",United States,12,UConn
1,42,Tony Allen,SG,6-4,213,"January 11, 1982",United States,4,"Butler County Community College, Oklahoma State"
2,11,Glen Davis,C,6-9,289,"January 1, 1986",United States,1,LSU
3,5,Kevin Garnett,PF,6-11,240,"May 19, 1976",United States,13,
4,4,JR Giddens,SF,6-5,215,"February 13, 1985",United States,R,"Kansas, New Mexico"
5,50,Eddie House,PG,6-1,180,"May 14, 1978",United States,8,Arizona State
6,8,Stephon Marbury,PG,6-2,180,"February 20, 1977",United States,12,Georgia Tech
7,7,Mikki Moore,C,6-11,225,"November 4, 1975",United States,10,Nebraska
8,26,Patrick O'Bryant,C,7-0,260,"June 20, 1986",United States,2,Bradley
9,43,Kendrick Perkins,C,6-10,270,"November 10, 1984",United States,5,
10,34,Paul Pierce,SF,6-7,235,"October 13, 1977",United States,10,Kansas
11,0,Leon Powe,PF,6-8,240,"January 22, 1984",United States,2,California
12,13,Gabe Pruitt,SG,6-4,170,"April 19, 1986",United States,1,USC
13,9,Rajon Rondo,PG,6-1,180,"February 22, 1986",United States,2,Kentucky
14,44,Brian Scalabrine,C,6-9,241,"March 18, 1978",United States,7,USC
15,12,Henry Walker,SF,6-6,220,"October 9, 1987",United States,R,Kansas State
