,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Carmelo Anthony,PF,6-7,238,"May 29, 1984",United States,15,Syracuse
1,15,Clint Capela,C,6-10,240,"May 18, 1994",Switzerland,4,
2,1,Michael Carter-Williams,PG,6-5,190,"October 10, 1991",United States,5,Syracuse
3,2,Chris Chiozza,PG,5-11,175,"November 21, 1995",United States,R,Florida
4,0,Marquese Chriss,PF,6-9,240,"July 2, 1997",United States,2,Washington
5,6,Gary Clark,PF,6-6,225,"November 16, 1994",United States,R,Cincinnati
6,12,Vince Edwards,SF,6-8,225,"April 5, 1996",United States,R,Purdue
7,8,James Ennis,SF,6-6,215,"July 1, 1990",United States,4,Cal State Long Beach
8,35,Kenneth Faried,C,6-8,220,"November 19, 1989",United States,7,Morehead State University
9,10,Eric Gordon,SG,6-3,215,"December 25, 1988",United States,10,Indiana
10,14,Gerald Green,SG,6-6,205,"January 26, 1986",United States,11,
11,13,James Harden,PG,6-5,220,"August 26, 1989",United States,9,Arizona State
12,55,Isaiah Hartenstein,PF,7-0,250,"May 5, 1998",United States,R,
13,42,Nene Hilario,C,6-11,250,"September 13, 1982",Brazil,16,
14,4,Danuel House,SF,6-6,220,"June 7, 1993",United States,2,Texas A&M
15,9,Terrence Jones,PF,6-9,252,"January 9, 1992",United States,5,Kentucky
16,2,Brandon Knight,PG,6-2,182,"December 2, 1991",United States,6,Kentucky
17,21,James Nunnally,SF,6-7,208,"July 14, 1990",United States,1,UC Santa Barbara
18,3,Chris Paul,PG,6-0,175,"May 6, 1985",United States,13,Wake Forest
19,9,Zhou Qi,PF,7-1,210,"January 16, 1996",China,1,
20,25,Austin Rivers,SG,6-4,200,"August 1, 1992",United States,6,Duke
21,1,Iman Shumpert,SG,6-5,215,"June 26, 1990",United States,7,Georgia Tech
22,17,PJ Tucker,PF,6-5,245,"May 5, 1985",United States,7,Texas
