,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,29,53,31,51,-3.54,0.15,-3.38,106.5,110.1,95.2,0.332,0.202,0.498,13.9,24.3,0.263,0.524,13.6,74.7,0.2,Target Center,581178
1,Lg Rank,26,5,24,24,24.0,10.0,24.0,12.0,28.0,20.0,2.0,29.0,18.0,23.0,14.0,1.0,29.0,12.0,23.0,9.0,,29
