,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,49,33,48,34,2.6,0.0,2.6,109.1,106.4,96.5,0.24,0.324,0.511,12.3,23.3,0.192,0.503,11.7,79.1,0.193,Moda Center,795750
1,Lg Rank,7,24,9,9,9.0,16.0,9.0,15.0,8.0,19.0,19.0,18.0,23.0,7.0,10.0,17.0,4.0,29.0,5.0,18.0,,8
