,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Chucky Atkins,PG,5-11,160,"August 14, 1974",United States,4,South Florida
1,1,Chauncey Billups,PG,6-3,202,"September 25, 1976",United States,6,Colorado
2,41,Elden Campbell,C,6-11,215,"July 23, 1968",United States,13,Clemson
3,44,Hubert Davis,SG,6-5,183,"May 17, 1970",United States,11,UNC
4,24,Tremaine Fowlkes,SF,6-8,220,"April 11, 1976",United States,2,"California, Fresno State"
5,8,Darvin Ham,SF,6-7,220,"July 23, 1973",United States,6,Texas Tech
6,32,Richard Hamilton,SG,6-6,185,"February 14, 1978",United States,4,UConn
7,10,Lindsey Hunter,SG,6-2,170,"December 3, 1970",United States,10,"Alcorn State, Jackson State University"
8,7,Mike James,PG,6-2,188,"June 23, 1975",United States,2,Duquesne
9,31,Darko Milicic,C,7-0,250,"June 20, 1985",Serbia,R,
10,13,Mehmet Okur,PF,6-11,249,"May 26, 1979",Turkey,1,
11,22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",United States,1,Kentucky
12,39,Zeljko Rebraca,C,7-0,257,"April 9, 1972",Serbia,2,
13,5,Bob Sura,SG,6-5,200,"March 25, 1973",United States,8,Florida State
14,3,Ben Wallace,C,6-9,240,"September 10, 1974",United States,7,Virginia Union University
15,30,Rasheed Wallace,PF,6-10,225,"September 17, 1974",United States,8,UNC
16,34,Corliss Williamson,PF,6-7,245,"December 4, 1973",United States,8,Arkansas
