,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,10,Darrell Armstrong,PG,6-0,170,"June 22, 1968",United States,10,Fayetteville State University
1,52,Calvin Booth,C,6-11,230,"May 7, 1976",United States,5,Penn State
2,44,Shawn Bradley,C,7-6,235,"March 22, 1972",Germany,11,BYU
3,25,Erick Dampier,C,6-11,265,"July 14, 1975",United States,8,Mississippi State
4,6,Marquis Daniels,SG,6-6,200,"January 7, 1981",United States,1,Auburn
5,21,Dan Dickau,PG,6-0,190,"September 16, 1978",United States,2,"Washington, Gonzaga"
6,4,Michael Finley,SG,6-7,215,"March 6, 1973",United States,9,Wisconsin
7,34,Devin Harris,PG,6-3,185,"February 27, 1983",United States,R,Wisconsin
8,50,Alan Henderson,PF,6-9,235,"December 2, 1972",United States,9,Indiana
9,5,Josh Howard,SF,6-7,210,"April 28, 1980",United States,1,Wake Forest
10,28,Didier Ilunga-Mbenga,C,7-0,245,"December 30, 1980",Congo - Kinshasa,R,
11,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",Germany,6,
12,24,Pavel Podkolzin,C,7-5,260,"January 15, 1985",Russia,R,
13,42,Jerry Stackhouse,SG,6-6,218,"November 5, 1974",United States,9,UNC
14,31,Jason Terry,PG,6-2,185,"September 15, 1977",United States,5,Arizona
15,2,Keith Van Horn,PF,6-10,220,"October 23, 1975",United States,7,Utah
