,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2003-04,22.0,WAS,NBA,SF,70.0,2044.0,9.4,0.456,0.188,0.141,3.8,10.9,7.2,9.3,1.8,0.4,13.0,18.4,-0.6,1.1,0.5,0.012,-3.0,-1.0,-4.0,-1.1
1,2004-05,23.0,WAS,NBA,SF,54.0,1560.0,11.1,0.475,0.232,0.223,2.9,13.9,8.2,9.3,1.6,0.4,9.6,18.0,0.6,1.1,1.7,0.051,-1.7,-0.8,-2.6,-0.2
2,2005-06,24.0,WAS,NBA,SG,21.0,516.0,12.2,0.499,0.257,0.164,4.2,13.2,8.6,8.7,1.6,0.2,10.1,18.8,0.3,0.4,0.7,0.065,-0.9,-0.5,-1.4,0.1
3,2006-07,25.0,WAS,NBA,SF,81.0,1626.0,10.7,0.502,0.335,0.154,2.9,12.2,7.4,7.7,1.5,0.6,8.8,17.3,1.0,0.5,1.5,0.045,-1.4,-1.3,-2.6,-0.3
4,2007-08,26.0,DET,NBA,SF,82.0,1287.0,13.0,0.52,0.385,0.119,3.2,13.3,8.3,8.1,2.0,0.4,8.1,21.1,1.0,1.9,2.9,0.108,-1.0,0.4,-0.6,0.5
5,2008-09,27.0,NJN,NBA,SF,74.0,1832.0,10.8,0.537,0.423,0.09,1.7,15.8,8.7,4.9,1.5,0.3,7.6,16.6,1.0,1.2,2.1,0.055,-1.4,-0.8,-2.2,-0.1
6,2009-10,28.0,NJN,NBA,SF,45.0,1033.0,9.7,0.521,0.546,0.055,1.0,11.5,6.0,6.7,1.5,0.6,7.7,16.2,0.3,0.5,0.8,0.038,-2.2,-0.7,-2.9,-0.2
7,Career,,,NBA,,427.0,9898.0,10.8,0.498,0.327,0.137,2.8,13.0,7.8,7.8,1.7,0.4,9.5,18.0,3.6,6.6,10.2,0.049,-1.8,-0.7,-2.5,-1.3
8,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4 seasons,,WAS,NBA,,226.0,5746.0,10.5,0.478,0.248,0.169,3.3,12.3,7.7,8.8,1.7,0.4,10.6,18.0,1.3,3.1,4.4,0.037,-2.0,-1.0,-3.0,-1.5
10,2 seasons,,NJN,NBA,,119.0,2865.0,10.4,0.531,0.467,0.077,1.5,14.3,7.7,5.6,1.5,0.4,7.6,16.4,1.3,1.7,2.9,0.049,-1.7,-0.7,-2.4,-0.3
11,1 season,,DET,NBA,,82.0,1287.0,13.0,0.52,0.385,0.119,3.2,13.3,8.3,8.1,2.0,0.4,8.1,21.1,1.0,1.9,2.9,0.108,-1.0,0.4,-0.6,0.5
