,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,50,Lavoy Allen,PF,6-9,260,"February 4, 1989",United States,R,Temple
1,4,Tony Battie,C,6-11,230,"February 11, 1976",United States,13,Texas Tech
2,33,Craig Brackins,PF,6-10,230,"October 9, 1987",United States,1,Iowa State
3,42,Elton Brand,C,6-8,275,"March 11, 1979",United States,12,Duke
4,16,Francisco Elson,C,7-0,235,"February 28, 1976",Netherlands,8,California
5,0,Spencer Hawes,C,7-1,245,"April 28, 1988",United States,4,Washington
6,11,Jrue Holiday,PG,6-3,205,"June 12, 1990",United States,2,UCLA
7,9,Andre Iguodala,SF,6-6,215,"January 28, 1984",United States,7,Arizona
8,20,Jodie Meeks,SG,6-4,210,"August 21, 1987",United States,2,Kentucky
9,5,Andres Nocioni,SF,6-7,225,"November 30, 1979",Argentina,7,
10,25,Xavier Silas,SG,6-5,205,"January 22, 1988",United States,R,"Colorado, Northern Illinois"
11,12,Evan Turner,SF,6-6,220,"October 27, 1988",United States,1,Ohio State
12,8,Nikola Vucevic,C,6-11,260,"October 24, 1990",Switzerland,R,USC
13,23,Lou Williams,PG,6-1,175,"October 27, 1986",United States,6,
14,7,Sam Young,SF,6-6,220,"June 1, 1985",United States,2,Pitt
15,21,Thaddeus Young,PF,6-8,235,"June 21, 1988",United States,4,Georgia Tech
