,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,25.0,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,3,Villanova
1,22.0,Deandre Ayton,C,6-11,250,"July 23, 1998",bs,3,Arizona
2,3.0,Chris Paul,PG,6-0,175,"May 6, 1985",us,16,Wake Forest
3,1.0,Devin Booker,SG,6-5,206,"October 30, 1996",us,6,Kentucky
4,14.0,Landry Shamet,SG,6-4,190,"March 13, 1997",us,3,Wichita State
5,23.0,Cameron Johnson,PF,6-8,210,"March 3, 1996",us,2,"Pitt, UNC"
6,15.0,Cameron Payne,PG,6-1,183,"August 8, 1994",us,6,Murray State
7,0.0,JaVale McGee,C,7-0,270,"January 19, 1988",us,13,Nevada
8,99.0,Jae Crowder,PF,6-6,235,"July 6, 1990",us,9,Marquette
9,11.0,Abdel Nader,SF,6-5,225,"September 25, 1993",eg,4,"Northern Illinois, Iowa State"
10,,Elfrid Payton,PG,6-3,195,"February 22, 1994",us,7,Louisiana
11,,Jalen Smith,PF,6-10,215,"March 16, 2000",us,1,Maryland
12,,Frank Kaminsky,C,7-0,240,"April 4, 1993",us,6,Wisconsin
13,,Dario Saric,C,6-10,225,"April 8, 1994",hr,5,
14,,Chandler Hutchison (TW),SF,6-6,210,"April 26, 1996",us,3,Boise State
15,,Jevon Carter,G,6-1,200,"September 14, 1995",us,3,West Virginia
