,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,22,Corey Brewer,SG,6-9,186,"March 5, 1986",United States,2,Florida
1,14,Brian Cardinal,PF,6-8,245,"May 2, 1977",United States,9,Purdue
2,19,Wayne Ellington,SG,6-4,207,"November 29, 1987",United States,R,UNC
3,10,Jonny Flynn,PG,6-0,185,"February 6, 1989",United States,R,Syracuse
4,8,Ryan Gomes,SF,6-7,250,"September 1, 1982",United States,4,Providence
5,6,Jason Hart,PG,6-3,185,"April 29, 1978",United States,8,Syracuse
6,1,Ryan Hollins,C,7-0,240,"October 10, 1984",United States,3,UCLA
7,15,Nathan Jawai,C,6-10,280,"October 10, 1986",Australia,1,Midland College
8,25,Al Jefferson,C,6-10,289,"January 4, 1985",United States,5,
9,42,Kevin Love,PF,6-8,251,"September 7, 1988",United States,1,UCLA
10,31,Darko Milicic,C,7-0,250,"June 20, 1985",Serbia,6,
11,11,Sasha Pavlovic,SF,6-8,220,"November 15, 1983",Montenegro,6,
12,4,Oleksiy Pecherov,C,7-0,232,"December 8, 1985",Ukraine,2,
13,7,Ramon Sessions,PG,6-3,190,"April 11, 1986",United States,2,Nevada
14,29,Alando Tucker,SF,6-6,205,"February 11, 1984",United States,2,Wisconsin
15,3,Damien Wilkins,SF,6-6,225,"January 11, 1980",United States,5,"NC State, Georgia"
