,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,66.0,15840,2495,5445,0.458,444,1295,0.343,2051,4150,0.494,1058,1397,0.757,717,2035,2752,1486,431,366,928,1233,6492
1,Team/G,,240.0,37.8,82.5,0.458,6.7,19.6,0.343,31.1,62.9,0.494,16.0,21.2,0.757,10.9,30.8,41.7,22.5,6.5,5.5,14.1,18.7,98.4
2,Lg Rank,,30,5,9,6.0,13,15,17.0,11,15,5.0,19,21,14.0,21,16,19,6,27,5,9,9,8
3,Year/Year,,-1.6%,-3.7%,-1.2%,-0.012,-21.3%,-13.4%,-0.035,1.2%,3.4%,-0.011,-10.7%,-10.5%,-0.002,8.5%,2.0%,3.6%,-5.1%,-1.7%,27.4%,-1.4%,-8.0%,-6.3%
4,Opponent,66.0,15840,2505,5510,0.455,398,1131,0.352,2107,4379,0.481,1100,1444,0.762,802,2064,2866,1416,526,288,929,1293,6508
5,Opponent/G,,240.0,38.0,83.5,0.455,6.0,17.1,0.352,31.9,66.3,0.481,16.7,21.9,0.762,12.2,31.3,43.4,21.5,8.0,4.4,14.1,19.6,98.6
6,Lg Rank,,30,24,24,21.0,7,5,18.0,27,25,18.0,13,10,24.0,25,20,22,19,23,4,20,15,21
7,Year/Year,,-1.6%,-5.9%,-2.5%,-0.017,-15.5%,-11.9%,-0.015,-3.9%,0.3%,-0.021,-7.7%,-8.7%,0.008,1.2%,-3.1%,-2.0%,-6.9%,1.5%,0.5%,-2.9%,-7.7%,-6.9%
