Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,22.0,ATL,NBA,SF,59.0,10.0,16.6,1.9,4.8,0.4,0.6,1.7,0.324,1.4,3.1,0.443,0.458,1.3,1.6,0.787,0.4,2.2,2.7,0.9,0.7,0.5,1.0,1.6,5.7
2017-18,23.0,ATL,NBA,SF,82.0,82.0,30.0,5.1,11.9,0.426,2.1,5.6,0.385,2.9,6.3,0.461,0.516,1.9,2.2,0.844,0.6,4.1,4.7,2.6,1.0,0.5,2.3,2.0,14.1
2018-19,24.0,ATL,NBA,SF,55.0,47.0,28.2,4.8,10.8,0.441,2.2,5.7,0.39,2.5,5.1,0.498,0.545,1.7,2.1,0.819,0.4,3.2,3.6,2.1,1.0,0.3,1.8,2.6,13.5
2019-20,25.0,BRK,NBA,PF,64.0,61.0,29.0,4.3,11.5,0.376,2.3,6.7,0.339,2.1,4.8,0.429,0.475,1.1,1.4,0.798,0.8,5.2,6.0,1.8,0.9,0.4,2.0,2.5,12.1
2020-21,26.0,TOT,NBA,PF,41.0,10.0,22.1,3.2,8.0,0.401,1.5,3.8,0.4,1.7,4.2,0.401,0.495,1.6,1.9,0.855,0.5,3.0,3.5,1.9,0.7,0.6,1.1,1.8,9.5
2020-21,26.0,BRK,NBA,PF,12.0,4.0,18.2,2.5,6.2,0.405,1.1,3.1,0.351,1.4,3.1,0.459,0.493,2.0,2.3,0.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1
2020-21,26.0,CLE,NBA,PF,29.0,6.0,23.7,3.5,8.7,0.399,1.7,4.1,0.415,1.8,4.7,0.385,0.496,1.4,1.7,0.837,0.6,3.1,3.7,2.4,0.7,0.5,1.2,1.9,10.1
2021-22,27.0,MIN,NBA,PF,9.0,1.0,14.0,0.9,3.9,0.229,0.4,2.7,0.167,0.4,1.2,0.364,0.286,0.6,0.9,0.625,0.6,1.6,2.1,0.7,0.3,0.0,0.7,1.4,2.8
Career,,,NBA,,310.0,211.0,25.4,3.9,9.5,0.409,1.8,4.8,0.367,2.1,4.7,0.451,0.501,1.5,1.8,0.821,0.6,3.6,4.2,1.9,0.9,0.4,1.7,2.1,11.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,ATL,NBA,,196.0,139.0,25.5,4.0,9.5,0.427,1.7,4.5,0.38,2.3,5.0,0.468,0.516,1.6,2.0,0.823,0.5,3.3,3.8,2.0,0.9,0.4,1.8,2.1,11.4
2 seasons,,BRK,NBA,,76.0,65.0,27.3,4.1,10.7,0.379,2.1,6.2,0.34,2.0,4.5,0.432,0.477,1.3,1.5,0.819,0.7,4.8,5.5,1.6,0.9,0.4,1.8,2.4,11.4
1 season,,CLE,NBA,,29.0,6.0,23.7,3.5,8.7,0.399,1.7,4.1,0.415,1.8,4.7,0.385,0.496,1.4,1.7,0.837,0.6,3.1,3.7,2.4,0.7,0.5,1.2,1.9,10.1
1 season,,MIN,NBA,,9.0,1.0,14.0,0.9,3.9,0.229,0.4,2.7,0.167,0.4,1.2,0.364,0.286,0.6,0.9,0.625,0.6,1.6,2.1,0.7,0.3,0.0,0.7,1.4,2.8
