,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,Mark Bryant,PF,6-9,245,"April 25, 1965",United States,14,Seton Hall
1,21,Greg Buckner,SG,6-4,210,"September 16, 1976",United States,3,Clemson
2,44,Derrick Coleman,C,6-10,230,"June 21, 1967",United States,12,Syracuse
3,40,Tyrone Hill,PF,6-9,240,"March 19, 1968",United States,12,Xavier
4,3,Allen Iverson,SG,6-0,165,"June 7, 1975",United States,6,Georgetown
5,35,Art Long,PF,6-9,250,"October 1, 1972",United States,2,Cincinnati
6,11,Todd MacCulloch,C,7-0,280,"January 27, 1976",Canada,3,Washington
7,8,Aaron McKie,SF,6-5,209,"October 2, 1972",United States,8,Temple
8,14,Efthimios Rentzias,C,6-11,250,"January 11, 1976",Greece,R,
9,7,John Salmons,PG,6-7,210,"December 12, 1979",United States,R,Miami (FL)
10,12,Kenny Satterfield,PG,6-2,186,"April 10, 1981",United States,1,Cincinnati
11,54,Brian Skinner,PF,6-9,255,"May 19, 1976",United States,4,Baylor
12,20,Eric Snow,PG,6-3,190,"April 24, 1973",United States,7,Michigan State
13,9,Kenny Thomas,PF,6-7,261,"July 25, 1977",United States,3,New Mexico
14,4,Keith Van Horn,PF,6-10,220,"October 23, 1975",United States,5,Utah
15,5,Monty Williams,SF,6-8,225,"October 8, 1971",United States,8,Notre Dame
