Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,23.0,GSW,NBA,PF,60.0,26.0,27.6,5.3,10.7,0.497,0.6,2.2,0.287,4.7,8.5,0.55,0.526,2.7,3.5,0.774,1.4,3.2,4.6,2.1,0.5,0.2,1.6,2.1,14.0
2020-21,24.0,GSW,NBA,PF,40.0,2.0,17.4,3.7,7.5,0.497,0.5,1.4,0.333,3.3,6.1,0.533,0.527,1.7,2.4,0.713,0.7,2.5,3.2,1.3,0.3,0.2,1.1,1.7,9.5
2021-22,25.0,UTA,NBA,PF,21.0,0.0,11.3,1.2,2.9,0.417,0.5,1.8,0.289,0.7,1.0,0.636,0.508,0.6,0.8,0.706,0.6,1.2,1.9,0.7,0.1,0.1,0.6,0.8,3.5
Career,,,NBA,,121.0,28.0,21.4,4.1,8.2,0.492,0.5,1.8,0.299,3.5,6.4,0.547,0.525,2.0,2.7,0.752,1.0,2.6,3.7,1.6,0.4,0.2,1.2,1.7,10.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,GSW,NBA,,100.0,28.0,23.5,4.7,9.4,0.497,0.6,1.8,0.301,4.1,7.6,0.544,0.526,2.3,3.1,0.755,1.1,2.9,4.0,1.8,0.4,0.2,1.4,1.9,12.2
1 season,,UTA,NBA,,21.0,0.0,11.3,1.2,2.9,0.417,0.5,1.8,0.289,0.7,1.0,0.636,0.508,0.6,0.8,0.706,0.6,1.2,1.9,0.7,0.1,0.1,0.6,0.8,3.5
