,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,50,Joel Anthony,C,6-9,245,"August 9, 1982",Canada,3,UNLV
1,8,Carlos Arroyo,PG,6-2,202,"July 30, 1979",Puerto Rico,8,Florida International University
2,0,Mike Bibby,PG,6-1,190,"May 13, 1978",United States,12,Arizona
3,1,Chris Bosh,PF,6-11,235,"March 24, 1984",United States,7,Georgia Tech
4,15,Mario Chalmers,PG,6-2,190,"May 19, 1986",United States,2,Kansas
5,25,Erick Dampier,C,6-11,265,"July 14, 1975",United States,14,Mississippi State
6,40,Udonis Haslem,PF,6-8,235,"June 9, 1980",United States,7,Florida
7,55,Eddie House,SG,6-1,180,"May 14, 1978",United States,10,Arizona State
8,5,Juwan Howard,PF,6-9,240,"February 7, 1973",United States,16,Michigan
9,11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",Lithuania,12,
10,6,LeBron James,SF,6-9,250,"December 30, 1984",United States,7,
11,22,James Jones,SF,6-8,218,"October 4, 1980",United States,7,Miami (FL)
12,21,Jamaal Magloire,C,6-11,259,"May 21, 1978",Canada,10,Kentucky
13,13,Mike Miller,SG,6-8,218,"February 19, 1980",United States,10,Florida
14,45,Dexter Pittman,C,6-11,308,"March 2, 1988",United States,R,Texas
15,42,Jerry Stackhouse,SG,6-6,218,"November 5, 1974",United States,15,UNC
16,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",United States,7,Marquette
