,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6,Arron Afflalo,SG,6-5,210,"October 15, 1985",United States,2,UCLA
1,30,Malik Allen,PF,6-10,255,"June 27, 1978",United States,8,Villanova
2,11,Chris Andersen,PF,6-10,245,"July 7, 1978",United States,7,Blinn College
3,15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",United States,6,Syracuse
4,32,Renaldo Balkman,SF,6-8,208,"July 14, 1984",United States,3,South Carolina
5,1,Chauncey Billups,PG,6-3,202,"September 25, 1976",United States,12,Colorado
6,25,Anthony Carter,PG,6-1,190,"June 16, 1975",United States,10,Hawaii
7,14,Joey Graham,SF,6-7,225,"June 11, 1982",United States,4,"Central Florida, Oklahoma State"
8,31,Nene Hilario,C,6-11,250,"September 13, 1982",Brazil,7,
9,3,Ty Lawson,PG,5-11,195,"November 3, 1987",United States,R,UNC
10,4,Kenyon Martin,PF,6-9,234,"December 30, 1977",United States,9,Cincinnati
11,27,Johan Petro,C,7-0,247,"January 27, 1986",France,4,
12,5,JR Smith,SG,6-6,225,"September 9, 1985",United States,5,
