,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7.0,Kevin Durant,PF,6-10,240,"September 29, 1988",us,13,Texas
1,8.0,Patty Mills,PG,6-1,180,"August 11, 1988",au,12,Saint Mary's
2,13.0,James Harden,PG,6-5,220,"August 26, 1989",us,12,Arizona State
3,33.0,Nicolas Claxton,C,6-11,215,"April 17, 1999",us,2,Georgia
4,12.0,Joe Harris,SF,6-6,220,"September 6, 1991",us,7,Virginia
5,2.0,Blake Griffin,PF,6-9,250,"March 16, 1989",us,11,Oklahoma
6,24.0,Cameron Thomas,G,6-4,210,"October 13, 2001",jp,R,LSU
7,16.0,James Johnson,PF,6-7,240,"February 20, 1987",us,12,Wake Forest
8,21.0,LaMarcus Aldridge,C,6-11,250,"July 19, 1985",us,15,Texas
9,31.0,Paul Millsap,PF,6-7,257,"February 10, 1985",us,15,Louisiana Tech
10,1.0,Bruce Brown,SF,6-4,202,"August 15, 1996",us,3,Miami (FL)
11,95.0,DeAndre' Bembry,SF,6-5,210,"July 4, 1994",us,5,Saint Joseph's
12,,Kessler Edwards (TW),F,6-8,215,"August 9, 2000",us,R,Pepperdine
13,,David Duke (TW),G,6-5,205,"October 13, 1999",us,R,Providence
14,,Kyrie Irving,PG,6-2,195,"March 23, 1992",au,10,Duke
15,,Day'Ron Sharpe,C,6-11,265,"November 6, 2001",us,R,UNC
