,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19830,3236,7005,0.462,774,2037,0.38,2462,4968,0.496,1303,1731,0.753,896,2819,3715,1912,642,407,1247,1784,8549
1,Team/G,,241.8,39.5,85.4,0.462,9.4,24.8,0.38,30.0,60.6,0.496,15.9,21.1,0.753,10.9,34.4,45.3,23.3,7.8,5.0,15.2,21.8,104.3
2,Lg Rank,,15,3,6,9.0,2,6,4.0,13,20,10.0,26,24,19.0,17,2,5,7,13,10,22,22,10
3,Year/Year,,0.1%,3.4%,2.4%,0.004,17.6%,24.8%,-0.023,-0.4%,-4.6%,0.021,-5.4%,-0.7%,-0.037,1.2%,0.6%,0.8%,3.6%,13.2%,17.6%,0.9%,1.8%,3.0%
4,Opponent,82.0,19830,3019,6920,0.436,569,1656,0.344,2450,5264,0.465,1548,2023,0.765,878,2671,3549,1683,649,342,1232,1584,8155
5,Opponent/G,,241.8,36.8,84.4,0.436,6.9,20.2,0.344,29.9,64.2,0.465,18.9,24.7,0.765,10.7,32.6,43.3,20.5,7.9,4.2,15.0,19.3,99.5
6,Lg Rank,,15,9,22,4.0,8,9,3.0,16,25,3.0,23,20,25.0,14,24,20,8,22,10,11,26,10
7,Year/Year,,0.1%,-1.0%,-0.5%,-0.002,-13.4%,-12.7%,-0.003,2.3%,4.1%,-0.008,5.7%,3.3%,0.017,-3.2%,2.9%,1.3%,-12.8%,-3.1%,-14.3%,11.0%,0.8%,-0.8%
