,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,21,Morris Almond,SG,6-6,225,"February 2, 1985",United States,2,Rice University
1,7,Andray Blatche,PF,6-11,235,"August 22, 1986",United States,6,
2,35,Trevor Booker,PF,6-8,228,"November 25, 1987",United States,1,Clemson
3,43,Brian Cook,PF,6-9,234,"December 4, 1980",United States,8,Illinois
4,15,Jordan Crawford,SG,6-4,195,"October 23, 1988",United States,1,"Indiana, Xavier"
5,6,Maurice Evans,SF,6-5,220,"November 8, 1978",United States,8,"Wichita State, Texas"
6,42,Nene Hilario,C,6-11,250,"September 13, 1982",Brazil,9,
7,9,Rashard Lewis,SF,6-10,215,"August 8, 1979",United States,13,
8,22,Shelvin Mack,PG,6-3,203,"April 22, 1990",United States,R,Butler
9,20,Cartier Martin,SF,6-7,220,"November 20, 1984",United States,3,Kansas State
10,8,Roger Mason,SG,6-5,200,"September 10, 1980",United States,7,Virginia
11,34,JaVale McGee,C,7-0,270,"January 19, 1988",United States,3,Nevada
12,55,Hamady N'Diaye,C,7-0,235,"January 12, 1987",Senegal,1,Rutgers University
13,13,Kevin Seraphin,C,6-9,285,"December 7, 1989",French Guiana,1,
14,31,Chris Singleton,SF,6-8,230,"November 21, 1989",United States,R,Florida State
15,3,James Singleton,PF,6-8,216,"July 20, 1981",United States,4,Murray State
16,21,Ronny Turiaf,C,6-10,249,"January 13, 1983",Martinique,6,Gonzaga
17,1,Edwin Ubiles,SF,6-6,204,"November 26, 1986",United States,R,Siena College
18,24,Jan Vesely,PF,6-11,240,"April 24, 1990",Czechia,R,
19,2,John Wall,PG,6-3,210,"September 6, 1990",United States,1,Kentucky
20,1,Nick Young,SG,6-7,210,"June 1, 1985",United States,4,USC
