,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,2946,6736,0.437,505,1453,0.348,2441,5283,0.462,1731,2194,0.789,909,2536,3445,1710,756,321,1274,1878,8128
1,Team/G,,242.1,35.9,82.1,0.437,6.2,17.7,0.348,29.8,64.4,0.462,21.1,26.8,0.789,11.1,30.9,42.0,20.9,9.2,3.9,15.5,22.9,99.1
2,Lg Rank,,11,16,6,22.0,13,10,20.0,19,15,25.0,8,11,5.0,23,7,15,21,1,24,23,17,10
3,Year/Year,,0.0%,9.8%,7.6%,0.009,49.0%,46.5%,0.006,4.2%,0.3%,0.017,14.5%,9.2%,0.036,-3.4%,5.3%,2.9%,4.3%,15.6%,-10.3%,-2.5%,10.4%,12.7%
4,Opponent,82.0,19855,2930,6618,0.443,565,1560,0.362,2365,5058,0.468,1764,2299,0.767,952,2663,3615,1878,681,383,1394,1929,8189
5,Opponent/G,,242.1,35.7,80.7,0.443,6.9,19.0,0.362,28.8,61.7,0.468,21.5,28.0,0.767,11.6,32.5,44.1,22.9,8.3,4.7,17.0,23.5,99.9
6,Lg Rank,,11,12,16,11.0,30,30,18.0,7,5,13.0,27,24,24.0,12,28,26,26,25,10,1,9,19
7,Year/Year,,0.0%,6.5%,3.9%,0.011,27.5%,17.4%,0.029,2.5%,0.4%,0.01,19.7%,16.0%,0.024,-4.4%,11.1%,6.5%,7.5%,0.4%,-17.3%,12.0%,9.8%,10.4%
