,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,31,Jarrett Allen,C,6-11,243,"April 21, 1998",United States,3,Texas
1,24,Marques Bolden,C,6-10,249,"April 17, 1998",United States,1,Duke
2,4,Quinn Cook,PG,6-1,180,"March 23, 1993",United States,4,Duke
3,18,Matthew Dellavedova,PG,6-3,200,"September 8, 1990",Australia,7,Saint Mary's
4,21,Damyean Dotson,SG,6-5,210,"May 6, 1994",United States,3,"Oregon, Houston"
5,3,Andre Drummond,C,6-10,279,"August 10, 1993",United States,8,UConn
6,1,Dante Exum,SG,6-5,214,"July 13, 1995",Australia,5,
7,5,Yogi Ferrell,PG,6-0,178,"May 9, 1993",United States,4,Indiana
8,10,Darius Garland,PG,6-1,192,"January 26, 2000",United States,1,Vanderbilt
9,55,Isaiah Hartenstein,C,7-0,250,"May 5, 1998",United States,2,
10,27,Mfiondu Kabengele,PF,6-9,250,"August 14, 1997",Canada,1,Florida State
11,0,Kevin Love,PF,6-8,251,"September 7, 1988",United States,12,UCLA
12,14,Thon Maker,C,7-0,221,"February 25, 1997",South Sudan,4,
13,3,Jeremiah Martin,PG,6-3,185,"June 19, 1996",United States,1,Memphis
14,6,JaVale McGee,C,7-0,270,"January 19, 1988",United States,12,Nevada
15,22,Larry Nance,PF,6-7,245,"January 1, 1993",United States,5,Wyoming
16,35,Isaac Okoro,SG,6-5,225,"January 26, 2001",United States,R,Auburn
17,16,Cedi Osman,SF,6-7,230,"April 8, 1995",North Macedonia,3,
18,12,Taurean Prince,PF,6-7,218,"March 22, 1994",United States,4,Baylor
19,2,Collin Sexton,SG,6-1,190,"January 4, 1999",United States,2,Alabama
20,8,Lamar Stevens,PF,6-6,230,"July 9, 1997",United States,R,Penn State
21,33,Brodric Thomas,SG,6-5,185,"January 28, 1997",United States,R,Truman State University
22,17,Anderson Varejao,C,6-10,273,"September 28, 1982",Brazil,13,
23,32,Dean Wade,PF,6-9,228,"November 20, 1996",United States,1,Kansas State
24,9,Dylan Windler,SF,6-6,196,"September 22, 1996",United States,R,Belmont
