,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,34,Giannis Antetokounmpo,PG,6-11,242,"December 6, 1994",Greece,2,
1,19,Jerryd Bayless,SG,6-3,200,"August 20, 1988",United States,7,Arizona
2,5,Michael Carter-Williams,PG,6-5,190,"October 10, 1991",United States,2,Syracuse
3,9,Chris Copeland,PF,6-9,239,"March 17, 1984",United States,3,Colorado
4,9,Jared Cunningham,SG,6-4,195,"May 22, 1991",United States,3,Oregon State
5,11,Tyler Ennis,PG,6-3,194,"August 24, 1994",Canada,1,Syracuse
6,31,John Henson,C,6-9,219,"December 28, 1990",United States,3,UNC
7,17,Damien Inglis,SF,6-8,246,"May 20, 1995",French Guiana,R,
8,3,OJ Mayo,SG,6-5,210,"November 5, 1987",United States,7,USC
9,22,Khris Middleton,SG,6-7,222,"August 12, 1991",United States,3,Texas A&M
10,15,Greg Monroe,C,6-11,265,"June 4, 1990",United States,5,Georgetown
11,6,Steve Novak,PF,6-10,225,"June 13, 1983",United States,9,Marquette
12,77,Johnny O'Bryant,PF,6-9,257,"June 1, 1993",United States,1,LSU
13,12,Jabari Parker,PF,6-8,245,"March 15, 1995",United States,1,Duke
14,18,Miles Plumlee,C,6-11,249,"September 1, 1988",United States,3,Duke
15,21,Greivis Vasquez,PG,6-6,217,"January 16, 1987",Venezuela,5,Maryland
16,20,Rashad Vaughn,SG,6-6,202,"August 16, 1996",United States,R,UNLV
