,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,85,Baron Davis,PG,6-3,209,"April 13, 1979",United States,11,UCLA
1,9,Semih Erden,C,7-0,240,"July 28, 1986",Turkey,R,
2,8,Christian Eyenga,SF,6-5,210,"June 22, 1989",Congo - Kinshasa,R,
3,33,Alonzo Gee,SG,6-6,225,"May 29, 1987",United States,1,Alabama
4,1,Daniel Gibson,SG,6-2,190,"February 27, 1986",United States,4,Texas
5,12,Joey Graham,SF,6-7,225,"June 11, 1982",United States,5,"Central Florida, Oklahoma State"
6,44,Luke Harangody,PF,6-8,246,"January 2, 1988",United States,R,Notre Dame
7,6,Manny Harris,SG,6-5,185,"September 21, 1989",United States,R,Michigan
8,21,JJ Hickson,C,6-9,242,"September 4, 1988",United States,2,NC State
9,5,Ryan Hollins,C,7-0,240,"October 10, 1984",United States,4,UCLA
10,4,Antawn Jamison,PF,6-8,223,"June 12, 1976",United States,12,UNC
11,15,Jamario Moon,SF,6-8,205,"June 13, 1980",United States,3,Meridian Community College
12,18,Anthony Parker,SF,6-6,215,"June 19, 1975",United States,7,Bradley
13,44,Leon Powe,PF,6-8,240,"January 22, 1984",United States,4,California
14,24,Samardo Samuels,PF,6-9,260,"January 9, 1989",Jamaica,R,Louisville
15,3,Ramon Sessions,PG,6-3,190,"April 11, 1986",United States,3,Nevada
16,17,Anderson Varejao,C,6-10,273,"September 28, 1982",Brazil,6,
17,31,Jawad Williams,SF,6-9,218,"February 19, 1983",United States,2,UNC
18,2,Mo Williams,PG,6-1,198,"December 19, 1982",United States,7,Alabama
