,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19755,3168,6978,0.454,985,2742,0.359,2183,4236,0.515,1536,1903,0.807,744,2698,3442,2069,617,340,1088,1686,8857
1,Team/G,,240.9,38.6,85.1,0.454,12.0,33.4,0.359,26.6,51.7,0.515,18.7,23.2,0.807,9.1,32.9,42.0,25.2,7.5,4.1,13.3,20.6,108.0
2,Lg Rank,,25,21,18,16.0,3,3,14.0,28,28,8.0,10,15,3.0,22,22,27,4,18,23,8,21,7
3,Year/Year,,-0.1%,-1.5%,-4.6%,0.015,37.4%,28.0%,0.025,-12.6%,-18.2%,0.032,1.1%,-1.3%,0.019,-21.7%,-1.3%,-6.5%,4.4%,-18.0%,-2.3%,-3.5%,-6.1%,2.2%
4,Opponent,82.0,19755,3168,7035,0.45,735,2213,0.332,2433,4822,0.505,1570,2042,0.769,883,2769,3652,1851,623,425,1141,1664,8641
5,Opponent/G,,240.9,38.6,85.8,0.45,9.0,27.0,0.332,29.7,58.8,0.505,19.1,24.9,0.769,10.8,33.8,44.5,22.6,7.6,5.2,13.9,20.3,105.4
6,Lg Rank,,25,12,15,9.0,7,14,2.0,14,13,19.0,25,25,9.0,25,20,25,12,17,23,17,11,15
7,Year/Year,,-0.1%,3.0%,0.9%,0.009,14.3%,15.7%,-0.004,0.0%,-4.7%,0.024,-2.7%,-4.4%,0.014,-5.3%,-2.4%,-3.1%,7.9%,0.2%,-5.6%,-15.4%,-3.1%,2.8%
