,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,4,Quincy Acy,PF,6-7,240,"October 6, 1990",United States,6,Baylor
1,15,Ryan Anderson,PF,6-9,240,"May 6, 1988",United States,10,California
2,3,Trevor Ariza,SF,6-8,215,"June 30, 1985",United States,14,UCLA
3,22,Deandre Ayton,C,6-11,250,"July 23, 1998",Bahamas,R,Arizona
4,35,Dragan Bender,PF,7-0,225,"November 17, 1997",Bosnia & Herzegovina,2,
5,1,Devin Booker,SG,6-5,206,"October 30, 1996",United States,3,Kentucky
6,25,Mikal Bridges,SF,6-6,209,"August 30, 1996",United States,R,Villanova
7,0,Isaiah Canaan,PG,6-0,201,"May 21, 1991",United States,5,Murray State
8,4,Tyson Chandler,C,7-0,235,"October 2, 1982",United States,17,
9,11,Jamal Crawford,SG,6-5,185,"March 20, 1980",United States,18,Michigan
10,30,Troy Daniels,SG,6-4,200,"July 15, 1991",United States,5,VCU
11,0,Jawun Evans,PG,6-0,185,"July 26, 1996",United States,1,Oklahoma State
12,32,Jimmer Fredette,SG,6-2,195,"February 25, 1989",United States,5,BYU
13,21,Richaun Holmes,C,6-10,235,"October 15, 1993",United States,3,Bowling Green
14,20,Josh Jackson,SG,6-8,207,"February 10, 1997",United States,1,Kansas
15,16,Tyler Johnson,PG,6-3,186,"May 7, 1992",United States,4,Fresno State
16,8,George King,SF,6-6,225,"January 15, 1994",United States,R,Colorado
17,14,De'Anthony Melton,PG,6-2,200,"May 28, 1998",United States,R,USC
18,23,Eric Moreland,PF,6-10,238,"December 24, 1991",United States,3,Oregon State
19,2,Elie Okobo,PG,6-3,190,"October 23, 1997",France,R,
20,3,Kelly Oubre,SF,6-7,203,"December 9, 1995",United States,3,Kansas
21,26,Ray Spalding,PF,6-10,215,"March 11, 1997",United States,R,Louisville
22,10,Emanuel Terry,PF,6-9,220,"August 21, 1996",United States,R,Lincoln Memorial
23,12,TJ Warren,SF,6-8,220,"September 5, 1993",United States,4,NC State
