,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,11,James Anderson,SF,6-6,213,"March 25, 1989",United States,2,Oklahoma State
1,16,Aron Baynes,C,6-10,260,"December 9, 1986",New Zealand,R,Washington State
2,45,DeJuan Blair,PF,6-7,270,"April 22, 1989",United States,3,Pitt
3,15,Matt Bonner,PF,6-10,235,"April 5, 1980",United States,8,Florida
4,25,Nando De Colo,SG,6-5,200,"June 23, 1987",France,R,
5,33,Boris Diaw,PF,6-8,250,"April 16, 1982",France,9,
6,21,Tim Duncan,C,6-11,250,"April 25, 1976",U.S. Virgin Islands,15,Wake Forest
7,20,Manu Ginobili,SG,6-6,205,"July 28, 1977",Argentina,10,
8,4,Danny Green,SG,6-6,215,"June 22, 1987",United States,3,UNC
9,3,Stephen Jackson,SF,6-8,218,"April 5, 1978",United States,12,Butler County Community College
10,5,Cory Joseph,PG,6-3,200,"August 20, 1991",Canada,1,Texas
11,2,Kawhi Leonard,SF,6-7,225,"June 29, 1991",United States,1,San Diego State
12,1,Tracy McGrady,SF,6-8,210,"May 24, 1979",United States,15,
13,8,Patty Mills,PG,6-1,180,"August 11, 1988",Australia,3,Saint Mary's
14,14,Gary Neal,SG,6-4,210,"October 3, 1984",United States,2,"La Salle, Towson University"
15,9,Tony Parker,PG,6-2,185,"May 17, 1982",Belgium,11,
16,22,Tiago Splitter,PF,6-11,245,"January 1, 1985",Brazil,2,
