,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,4,Quincy Acy,SF,6-7,240,"October 6, 1990",United States,1,Baylor
1,14,DJ Augustin,PG,5-11,183,"November 10, 1987",United States,5,Texas
2,13,Dwight Buycks,PG,6-3,190,"March 6, 1989",United States,R,Marquette
3,5,Austin Daye,SF,6-11,220,"June 5, 1988",United States,4,Gonzaga
4,3,Nando De Colo,SF,6-5,200,"June 23, 1987",France,1,
5,10,DeMar DeRozan,SG,6-6,220,"August 7, 1989",United States,4,USC
6,2,Landry Fields,SF,6-7,210,"June 27, 1988",United States,3,Stanford
7,22,Rudy Gay,SF,6-8,250,"August 17, 1986",United States,7,UConn
8,34,Aaron Gray,C,7-0,270,"December 7, 1984",United States,6,Pitt
9,50,Tyler Hansbrough,PF,6-9,250,"November 3, 1985",United States,4,UNC
10,44,Chuck Hayes,C,6-6,240,"June 11, 1983",United States,8,Kentucky
11,15,Amir Johnson,PF,6-9,240,"May 1, 1987",United States,8,
12,7,Kyle Lowry,PG,6-0,196,"March 25, 1986",United States,7,Villanova
13,16,Steve Novak,PF,6-10,225,"June 13, 1983",United States,7,Marquette
14,54,Patrick Patterson,PF,6-8,235,"March 14, 1989",United States,3,Kentucky
15,31,Terrence Ross,SG,6-6,206,"February 5, 1991",United States,1,Washington
16,25,John Salmons,SG,6-7,210,"December 12, 1979",United States,11,Miami (FL)
17,77,Julyan Stone,SG,6-6,200,"December 7, 1988",United States,2,Texas-El Paso
18,17,Jonas Valanciunas,C,6-11,265,"May 6, 1992",Lithuania,1,
19,21,Greivis Vasquez,PG,6-6,217,"January 16, 1987",Venezuela,3,Maryland
