,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19755,3373,6695,0.504,553,1445,0.383,2820,5250,0.537,1675,2251,0.744,900,2520,3420,1905,589,420,1288,1691,8974
1,Team/G,,240.9,41.1,81.6,0.504,6.7,17.6,0.383,34.4,64.0,0.537,20.4,27.5,0.744,11.0,30.7,41.7,23.2,7.2,5.1,15.7,20.6,109.4
2,Lg Rank,,24,1,11,1.0,14,19,5.0,1,12,1.0,5,5,26.0,16,10,12,3,18,10,29,15,1
3,Year/Year,,-0.1%,-0.6%,-1.3%,0.004,-20.3%,-18.1%,-0.011,4.5%,4.6%,-0.001,8.2%,13.9%,-0.039,25.0%,-6.1%,0.5%,-12.9%,10.7%,-18.9%,8.8%,3.6%,-0.6%
4,Opponent,82.0,19755,3278,7025,0.467,626,1635,0.383,2652,5390,0.492,1634,2108,0.775,993,2352,3345,1741,706,369,1165,1877,8816
5,Opponent/G,,240.9,40.0,85.7,0.467,7.6,19.9,0.383,32.3,65.7,0.492,19.9,25.7,0.775,12.1,28.7,40.8,21.2,8.6,4.5,14.2,22.9,107.5
6,Lg Rank,,24,27,28,22.0,28,26,26.0,24,25,20.0,22,21,21.0,27,6,12,18,30,10,14,4,27
7,Year/Year,,-0.1%,-2.7%,-4.9%,0.011,33.5%,23.0%,0.03,-8.5%,-11.0%,0.013,16.1%,12.2%,0.026,-9.8%,-5.8%,-7.1%,8.3%,17.5%,18.6%,5.8%,8.4%,2.4%
