,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19805,3222,6864,0.469,753,1927,0.391,2469,4937,0.5,1440,1806,0.797,821,2777,3598,1954,655,484,1101,1498,8637
1,Team/G,,241.5,39.3,83.7,0.469,9.2,23.5,0.391,30.1,60.2,0.5,17.6,22.0,0.797,10.0,33.9,43.9,23.8,8.0,5.9,13.4,18.3,105.3
2,Lg Rank,,13,14,24,6.0,17,25,1.0,13,11,15.0,18,24,7.0,16,12,11,7,11,2,10,7,14
3,Year/Year,,0.5%,-2.0%,1.0%,-0.015,32.1%,26.9%,0.015,-9.2%,-6.5%,-0.015,7.3%,8.0%,-0.005,6.6%,-1.9%,-0.1%,-2.8%,-3.2%,-0.2%,2.8%,4.5%,1.7%
4,Opponent,82.0,19805,3032,6839,0.443,668,1942,0.344,2364,4897,0.483,1315,1705,0.771,800,2600,3400,1757,614,333,1184,1623,8047
5,Opponent/G,,241.5,37.0,83.4,0.443,8.1,23.7,0.344,28.8,59.7,0.483,16.0,20.8,0.771,9.8,31.7,41.5,21.4,7.5,4.1,14.4,19.8,98.1
6,Lg Rank,,13,3,9,4.0,2,3,5.0,10,18,2.0,7,7,14.0,9,5,5,6,14,5,12,17,2
7,Year/Year,,0.5%,3.6%,1.9%,0.007,23.5%,18.8%,0.013,-1.0%,-3.5%,0.012,7.7%,5.8%,0.013,7.1%,0.9%,2.3%,2.9%,3.7%,5.0%,-2.5%,1.6%,5.6%
