,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,Will Bynum,PG,6-0,185,"January 4, 1983",United States,4,"Arizona, Georgia Tech"
1,5,Austin Daye,SF,6-11,220,"June 5, 1988",United States,2,Gonzaga
2,8,Ben Gordon,SG,6-3,200,"April 4, 1983",United Kingdom,7,UConn
3,33,Jonas Jerebko,PF,6-10,231,"March 2, 1987",Sweden,1,
4,7,Brandon Knight,PG,6-2,182,"December 2, 1991",United States,R,Kentucky
5,20,Vernon Macklin,C,6-10,227,"September 20, 1986",United States,R,"Georgetown, Florida"
6,54,Jason Maxiell,PF,6-7,260,"February 18, 1983",United States,6,Cincinnati
7,10,Greg Monroe,C,6-11,265,"June 4, 1990",United States,1,Georgetown
8,22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",United States,9,Kentucky
9,23,Walker Russell,PG,6-0,170,"October 6, 1982",United States,R,Jacksonville State University
10,3,Rodney Stuckey,SG,6-5,210,"April 21, 1986",United States,4,Eastern Washington
11,31,Charlie Villanueva,PF,6-11,232,"August 24, 1984",United States,6,UConn
12,6,Ben Wallace,C,6-9,240,"September 10, 1974",United States,15,Virginia Union University
13,9,Damien Wilkins,SF,6-6,225,"January 11, 1980",United States,7,"NC State, Georgia"
