,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19780,3134,7241,0.433,823,2421,0.34,2311,4820,0.479,1484,1956,0.759,857,2811,3668,1646,557,422,1151,1713,8575
1,Team/G,,241.2,38.2,88.3,0.433,10.0,29.5,0.34,28.2,58.8,0.479,18.1,23.9,0.759,10.5,34.3,44.7,20.1,6.8,5.1,14.0,20.9,104.6
2,Lg Rank,,18,29,18,30.0,24,22,28.0,25,11,30.0,11,10,19.0,13,20,20,30,24,13,17,16,28
3,Year/Year,,-0.3%,-6.0%,0.7%,-0.031,22.3%,26.5%,-0.012,-13.2%,-8.7%,-0.025,21.1%,25.6%,-0.028,-0.2%,2.1%,1.6%,-13.9%,0.9%,0.2%,-4.6%,1.8%,0.1%
4,Opponent,82.0,19780,3434,7352,0.467,969,2673,0.363,2465,4679,0.527,1493,1948,0.766,881,3016,3897,2098,607,458,1084,1708,9330
5,Opponent/G,,241.2,41.9,89.7,0.467,11.8,32.6,0.363,30.1,57.1,0.527,18.2,23.8,0.766,10.7,36.8,47.5,25.6,7.4,5.6,13.2,20.8,113.8
6,Lg Rank,,18,19,16,22.0,19,17,24.0,15,15,20.0,21,22,14.0,20,30,29,23,11,26,23,14,22
7,Year/Year,,-0.3%,6.2%,3.9%,0.01,5.7%,7.2%,-0.005,6.4%,2.1%,0.022,1.2%,2.2%,-0.008,5.1%,11.6%,10.1%,6.8%,-9.4%,17.7%,-1.1%,13.2%,5.3%
