,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,1,Chris Andersen,C,6-10,245,"July 7, 1978",United States,5,Blinn College
1,12,Hilton Armstrong,C,6-11,235,"November 11, 1984",United States,1,UConn
2,40,Ryan Bowen,SF,6-7,215,"November 20, 1975",United States,7,Iowa
3,45,Rasual Butler,SF,6-7,215,"May 23, 1979",United States,5,La Salle
4,6,Tyson Chandler,C,7-0,235,"October 2, 1982",United States,6,
5,33,Melvin Ely,C,6-10,260,"May 2, 1978",United States,5,Fresno State
6,8,Bobby Jackson,SG,6-1,185,"March 13, 1973",United States,10,Minnesota
7,5,Mike James,PG,6-2,188,"June 23, 1975",United States,6,Duquesne
8,2,Jannero Pargo,SG,6-1,175,"October 22, 1979",United States,5,Arkansas
9,3,Chris Paul,PG,6-0,175,"May 6, 1985",United States,2,Wake Forest
10,9,Morris Peterson,SG,6-7,218,"August 26, 1977",United States,7,Michigan State
11,16,Peja Stojakovic,SF,6-10,229,"June 9, 1977",Croatia,9,
12,11,Marcus Vinicius,SF,6-8,225,"May 31, 1984",Brazil,1,
13,24,Bonzi Wells,SG,6-5,210,"September 28, 1976",United States,9,Ball State University
14,30,David West,PF,6-9,250,"August 29, 1980",United States,4,Xavier
15,32,Julian Wright,SF,6-8,225,"May 20, 1987",United States,R,Kansas
