,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Omer Asik,C,7-0,255,"July 4, 1986",Turkey,3,
1,2,Patrick Beverley,PG,6-1,180,"July 12, 1988",United States,1,Arkansas
2,10,Ronnie Brewer,SF,6-7,220,"March 20, 1985",United States,7,Arkansas
3,0,Aaron Brooks,PG,6-0,161,"January 14, 1985",United States,5,Oregon
4,1,Isaiah Canaan,PG,6-0,201,"May 21, 1991",United States,R,Murray State
5,18,Omri Casspi,PF,6-9,225,"June 22, 1988",Israel,4,
6,33,Robert Covington,SF,6-7,209,"December 14, 1990",United States,R,Tennessee State
7,30,Troy Daniels,SG,6-4,200,"July 15, 1991",United States,R,VCU
8,32,Francisco Garcia,SF,6-7,195,"December 31, 1981",Dominican Republic,8,Louisville
9,5,Jordan Hamilton,SF,6-7,220,"October 6, 1990",United States,2,Texas
10,13,James Harden,SG,6-5,220,"August 26, 1989",United States,4,Arizona State
11,12,Dwight Howard,C,6-10,265,"December 8, 1985",United States,9,
12,6,Terrence Jones,PF,6-9,252,"January 9, 1992",United States,1,Kentucky
13,7,Jeremy Lin,PG,6-3,200,"August 23, 1988",United States,3,Harvard University
14,20,Donatas Motiejunas,PF,7-0,222,"September 20, 1990",Lithuania,1,
15,25,Chandler Parsons,SF,6-9,230,"October 25, 1988",United States,2,Florida
16,21,Josh Powell,PF,6-9,225,"January 25, 1983",United States,6,NC State
17,4,Greg Smith,C,6-10,250,"January 8, 1991",United States,2,Fresno State
